id,question,A,B,C,D,E,answer,category,macro category
177,in quale delle seguenti malattie non si prospetta la terapia genica?,fibrosi cistica,emofilia,ulcera gastrica,tumori,aids,C,Area Preclinica 2019,farmacologia
241,la dose orale di morfina considerata equivalente a 10 mg intramuscolo è:,5 mg,20 mg,30 mg,50 mg,80 mg,C,Area Preclinica 2019,farmacologia
376,qual è il meccanismo d'azione della venlafaxina?,blocco dei recettori d2 e 5ht2,blocco dei recettori &#61537;2 sul terminale noradrenergico e sul neurone serotoninergico,inibizione selettiva della ricaptazione della serotonina,"blocco dei recettori alfa1, h1, m1",inibizione della ricaptazione della serotonina e della noradrenalina,E,Area Preclinica 2019,farmacologia
825,quale delle seguenti situazioni è principalmente responsabile per la quota di estradiolo circolante nell'uomo?,secrezione dalle cellule di leydig,secrezione dalle cellule del sertoli,azione dell'aromatasi sui livelli circolanti degli androgeni,azione dell'aromatasi sui livelli circolanti degli estrogeni,secrezione dallo strato interno (reticularis) della corteccia surrenalica,C,Area Preclinica 2019,fisiologia
1110,quali delle seguenti cellule del pancreas secernono somatostatina:,cellule alfa,cellule acinose,cellule dei dotti,cellule d,cellule beta,D,Area Preclinica 2019,fisiologia
1373,"una ipoalbuminemia selettiva puo' essere dovuta a tutte le seguenti affermazioni, tranne:",ad eccessiva perdita di albumina con le urine o con le feci,ad un carente apporto di materiali sui quali effettuare la sintesi dell'albumina selettiva,ad una alterata sintesi proteica per eccesso di globulinopoiesi,glomerulonefrite,enteropatia essudativa,D,Area Preclinica 2019,fisiologia
1516,la presenza di fischi all'auscultazione del torace e' caratteristica di:,broncostenosi,bronchiectasie,edema interstiziale,edema alveolare,pneumotorace,A,Area Preclinica 2019,fisiologia
1544,gli esami di laboratorio per la valutazione della funzione tiroidea comprendono tutti i seguenti parametri tranne:,dosaggio tsh,dosaggio frazioni libere ft3-ft4,dosaggio anticorpi antitireoglobulina,dosaggio anticorpi antitireoperossidasi,dosaggio fsh,E,Area Preclinica 2019,fisiologia
1831,le cellule pancreatiche secernenti glucagone sono:,cellule alfa,cellule beta,cellule gamma,cellule g,nessuna delle citate,A,Area Preclinica 2019,morfologia
1868,la gametogenesi da ormone lh si osserva:,durante la vita fetale,alla nascita,alla pubertà,ciclicamente dalla nascita alla pubertà,ciclicamente dalla pubertà alla menopausa,E,Area Preclinica 2019,morfologia
2001,"tutte le seguenti funzioni biologiche mediate dal complemento proposte sono corrette,tranne:",induzione di lisi osmotica,generazione di anafilotossine,chemiotassi dei neutrofili,induzione di morte cellulare per apoptosi,opsonizzazione e fagocitosi di microorganismi,D,Area Preclinica 2019,patologia
2142,"quale delle seguenti affermazioni riguardanti il prodotto del gene p53, è corretta?",attiva la trascrizione di enzimi coinvolti nella sintesi degli ormoni steroidei,si trova solo sul cromosoma y,gioca un ruolo fondamentale nell'arresto del ciclo cellulare e nell'apoptosi,e' un oncogene,e' il principale responsabile del linfoma di burkitt,C,Area Preclinica 2019,patologia
2190,quale tipo di immunoglobuline si trova in maggiore concentrazione nel siero di un individuo normale?,igm,igg,ine,iga,igd,B,Area Preclinica 2019,patologia
2421,per memoria immunologica si intende:,attivazione delle cellule fagocitarie che devono ingerire i microrganismi infettanti,cambiamenti che avvengono nelle risposte immunitarie adattative nelle successive esposizioni agli antigeni,reazione costante della risposta immunologia innata ad un particolare microbo,riconoscimento dei profili molecolari associati al patogeno da parte dei recettori di riconoscimento del profilo,stimolare una cellula ospite anomala con un numero ridotto di molecole mhc di classe i a commettere il proprio suicidio,B,Area Preclinica 2019,patologia
2614,la steatosi epatica ha un'aumentata incidenza in tutti queste condizioni tranne:,alcolisti,obesi,pazienti con bypass digiuno-ileali,colecistectomizzati,pazienti in nutrizione parenterale,D,Area Preclinica 2019,patologia
2691,tutte le seguenti caratteristiche della malattia di crohn sono esatte tranne:,l'interessamento intestinale è discontinuo,la flogosi è transmurale,può essere colpito lo stomaco,le fistole sono comuni tranne che in sede anorettale,si formano aderenze fra anse intestinali,D,Area Preclinica 2019,patologia
2900,"in caso di intervento chirurgico su minore, relativamente al consenso informato all'intervento quale delle seguenti affermazioni è vera ? (art.35 del cdm 2014)",è sufficiente il consenso del minore,bisogna tener in considerazione le opinioni del minore in tutti i processi decisionali che lo riguardano ma è necessario il consenso del rappresentante legale,se il rappresentante legale nega il consenso il medico non può intervenire anche in emergenza,in caso di opposizione del legale rappresentante al trattamento necessario il medico non ha più alcun potere di intervenire,in caso di opposizione del legale rappresentante al trattamento necessario il medico non è tenuto ad informare l'autorità giudiziaria,B,Area Preclinica 2019,prevenzione e deontologia medica
