id,question,A,B,C,D,E,answer,category,macro category
1541,la presenza di sfregamenti pleurici in un paziente asintomatico puo' essere indice di: ,Versamento pericardico in paziente con scompenso cardiaco in fase iniziale,Pregressa pleurite,Adenopatia ilare,Bronco pneumopatia cronica ostruttiva,Enfisema pan lobulare,B,Area Preclinica 2017,fisiologia
1547,"Per porre diagnosi di Blocco Atrio-Ventricolare di I° grado, l'intervallo P-Q all'elettrocardiogramma deve essere superiore a: ",100msec,120msec,200msec,300 msec,La P non deve essere seguita da complessi QRS,C,Area Preclinica 2017,fisiologia
1553,Il tinnito e': ,un tipo di vertigine parossistica da lesione labirintica,la secrezione dall'orecchio di liquido simil-cristallino,sensazione acustica di ronzio o suono in assenza di stimoli ambientali,la secrezione di materiale purulento dall'orecchio,la sensazione di un movimento rotatorio a posizione ferma,C,Area Preclinica 2017,fisiologia
1662,Tutte le seguenti affermazioni riguardo alle vertebre cervicali sono corrette tranne:,ogni processo traverso ha un forame,l'atlante non ha il corpo né il processo spinoso,nessuno dei processi spinosi può essere palpato,la maggior parte delle vertebre cervicali ha processi spinosi bifidi,esiste una articolazione sinoviale (diartrosi) tra il dente dell'epistrofeo e l'arco anteriore dell'atlante,C,Area Preclinica 2017,morfologia
1740,I lobi del polmone di destra sono:,superiore e inferiore,"superiore, inferiore e laterale","superiore, medio e inferiore",anteriore e posteriore,"anteriore, medio e posteriore",C,Area Preclinica 2017,morfologia
1741,Le fibre muscolari scheletriche: ,sono mononucleate,sono singolarmente innervate da fibre nervose mieliniche,sono rivestite da epimisio,sono caratterizzate da giunzioni di tipo 'gap',contengono gliofibrille,B,Area Preclinica 2017,morfologia
1746,Da quali delle seguenti strutture provengono le fibre parasimpatiche pregangliari per l'intestino tenue:,corno laterale dei mielomeri C1-C8,corno laterale dei mielomeri C8-T3,corno laterale dei mielomeri T10-T12,nucleo motore dorsale del vago,nucleo ambiguo,D,Area Preclinica 2017,morfologia
1747,Nell'articolazione del ginocchio: ,il legamento collaterale tibiale è fuso alla capsula articolare,i menischi hanno forma di anello chiuso,l'adduzione è permessa fino a circa 20 gradi,il legamento crociato anteriore è più corto del posteriore,il legamento crociato anteriore è accessorio,A,Area Preclinica 2017,morfologia
1752,Lo scavo di Douglas,Corrisponde allo scavo retto-uterino e contiene anse ileali e digiunali,Corrisponde allo scavo retto-uterino e contiene anse ileali,Corrisponde allo scavo vescico-uterino e contiene anse ileali,E' accessibile per via transvaginale tramite il fornice anteriore,Non è accessibile per via transvaginale,B,Area Preclinica 2017,morfologia
1753,Le colonne renali del Bertin sono costituite: ,Dalla parte convoluta della corticale,Dalla parte raggiata della corticale,Dalla midollare,Dalla corticale,Dai tubuli collettori,A,Area Preclinica 2017,morfologia
1758,In una placca motrice termina:,una fibra nervosa mielinica sensitiva somatica,una fibra nervosa amielinica motrice somatica,una fibra nervosa mielinica motrice somatica,una fibra nervosa amielinica motrice viscerale,una fibra nervosa mielinica motrice viscerale,C,Area Preclinica 2017,morfologia
1759,La sindrome di Horner e' piu' frequentemente espressione di : ,sindrome dello scaleno anteriore,tumori costali,tumori dell'ilo polmonare,tumori del quadrante supero esterno della mammella,tumori dell'apice polmonare,E,Area Preclinica 2017,morfologia
1764,In quale delle seguenti strutture si trova la tunica vaginale?,testicolo,vagina,vulva,ovaio,utero,A,Area Preclinica 2017,morfologia
1765,Quale di questi organi ha un epitelio di transizione? ,placenta,pancreas,vescica urinaria,ovaio,testicolo,C,Area Preclinica 2017,morfologia
1770,"Cosa colora gli elementi basofili nella colorazione conosciuta come ""H&E"" ?",eosina,ematossilina,Hermionina,acido periodico,blu di toluidina,B,Area Preclinica 2017,morfologia
1771,L'apporto ematico al sigma e' fornito dalla: ,arteria mesenterica inferiore,arteria iliaca interna,arteria emorroidaria superiore,arteria sacrale media,arteria pudenda interna,A,Area Preclinica 2017,morfologia
1776,Quale tra i seguenti innerva i i muscoli del perineo,Nervo pudendo,Nervo sciatico,Nervo femorale,Nervo Tibiale,Nervo otturatorio,A,Area Preclinica 2017,morfologia
1777,Quale tra i seguenti innerva il muscolo deltoide ? ,Radiale,IX nervo cranico,Sottoscapolare,Ascellare,XI nervo cranico,D,Area Preclinica 2017,morfologia
1778,La tunica albuginea riveste ...?,Testicolo,Epididimo,Scroto,Cordone ombelicale,Uretere,A,Area Preclinica 2017,morfologia
1779,Qual'e' il legamento teso tra il contorno del foro occipitale e l'atlante,La membrana tettoria,Il legamento giallo,Il legamento dell'apice del dente,Il legamento trasverso dell'atlante,La membrana atlanto-occipitale,E,Area Preclinica 2017,morfologia
1782,La tonaca muscolare dello stomaco quanti strati presenta ?,5,4,3,2,1,C,Area Preclinica 2017,morfologia
1783,All'innervazione dei muscoli laringei provvedono i nervi laringei superiori ed inferiori che sono rami del  ...? ,Nervo Vago,Nervo Ipoglosso,Nervo glossofaringeo,Nervo intermediario,Nervo trigemino,A,Area Preclinica 2017,morfologia
1788,Indicare il segno clinico caratteristico della lesione monolaterale del nervo ricorrente:,Disfagia,Tosse,Disfonia,Dispnea,Larigodinia,C,Area Preclinica 2017,morfologia
1789,La tiroide contrae piu' intimi rapporti con: ,Nervo laringeo inferiore,Nervo vago,Nervo carotideo,Nervo ipoglosso,Nervo frenico,A,Area Preclinica 2017,morfologia
1794,Il recettore del paratormone si trova,sulla membrana degli osteoblasti,sulla membrana degli osteoclasti,sulla membrana degli osteociti,nel citoplasma degli osteoclasti,a livello nucleare degli osteoclasti,A,Area Preclinica 2017,morfologia
1795,La cromatina è: ,un pigmento fotosintetico,un pigmento della pelle,un pigmento dell'iride,una fibra contrattile del muscolo,DNA despiralizzato,E,Area Preclinica 2017,morfologia
1800,Tutte le seguenti affermazioni relative alle fibre bianche del tessuto muscolare striato scheletrico sono corrette tranne:,Si contraggono in modo piu' rapido,Contengono pochi mitocondri,Producono energia prevalentemente per mezzo della glicolisi anaerobia,Contengono una concentrazione maggiore di mioglobina,Contengono relativamente poche miofibrille,D,Area Preclinica 2017,morfologia
1801,Quale dei seguenti eventi avviene durante la fecondazione? ,Formazione del trofoblasto,Formazione dei villi primari,Impianto dell'embrione,Determinazione del sesso,Formazione della zona pellucida,D,Area Preclinica 2017,morfologia
1806,"In un soggetto sottoposto a trapianto di midollo osseo, dopo alcuni anni, in quali cellule si puo' dimostrare regolarmente il genoma del donatore:",Reticolociti,Osteoblasti,Osteoclasti,Astrociti,Cheratinociti,C,Area Preclinica 2017,morfologia
1807,I difetti di chiusura del tubo neurale determinano: ,Malformazioni degli archi vertebrali e del SNC,Il megacolon congenito (malattia di hirschsprung),La formazione di fistole onfalomesenteriche,La pervietà del canale neuroenterico,Ipoplasia polmonare,A,Area Preclinica 2017,morfologia
1812,Ci sono due tipi di midollo osseo : rosso e giallo. Quale delle sottoelencate affermazioni riguardanti le rispettive caratteristiche proprieta'  e' vera?,Il midollo giallo e' emopoieticamente piu' attivo del rosso,Il midollo è giallo perchè contiene piu' adipociti,Nel neonato si trova solo midollo giallo,Nel cranio dell'adulto si trova solo midollo rosso,Le componenti fibrose dello stroma dei due tipi di midollo sono molto diverse,B,Area Preclinica 2017,morfologia
1813,L'ovocito al momento dell'ovulazione.. ,Non e' rivestito da alcuna struttura,E' rivestito unicamente dalla zona pellucida,"E' rivestito dalla zona pellucida, dalle cellule della corona radiata e dal cumulo ooforo",E' rivestito da uno strato di connettivo lasso,E' rivestito da uno strato di connettivo denso,C,Area Preclinica 2017,morfologia
1818,La citodieresi è:,una fase del ciclo cellulare,un meccanismo patologico,la fusione fra cellule,una delle modalità dell'endocitosi,la morte cellulare,A,Area Preclinica 2017,morfologia
1819,Nella circolazione fetale il sangue ossigenato giunge al feto attraverso: ,l'arteria ombelicale sinistra,la vena ombelicale sinistra,le arterie ombelicali,le arterie vitelline,i vasi allantoidei,B,Area Preclinica 2017,morfologia
1824,L'omeostasi corporea è regolata da:,Sistema nervoso,Interazione uomo-ambiente,Sistema esocrino,Sistema endocrino,Sistema nervoso-sistema endocrino,E,Area Preclinica 2017,morfologia
1825,"La presenza in un soggetto della triade di corpi di Howell-Jolly, cellule a bersaglio e reticolocitosi  è compatibile con quale delle seguenti condizioni cliniche? ",Splenectomia,Porpora trombocitopenica trombotica,Coagulazione intravascolare disseminata,Tratto anemia falciforme,Anemia emolitica autoimmune,A,Area Preclinica 2017,morfologia
1830,Lo zigote è:,una cellula totipotente,una cellula differenziata,una cellula incapace di dividersi,una cellula di piccole dimensioni,un organismo pluricellulare,A,Area Preclinica 2017,morfologia
1831,I mastociti: ,Secernono istamina,"Secernono eparina, istamina e citochine",Secernono collagene,Secernono acido ialuronico,Secernono immunoglobuline E,B,Area Preclinica 2017,morfologia
1836,L'acido ialuronico:,È un proteoglicano,È un glicosaminoglicano,È una molecola solforata della matrice extracellulare,È una proteina della matrice extracellulare,È una glicoproteina,B,Area Preclinica 2017,morfologia
1837,Tutte le seguenti affermazioni relative alla placenta in una gravidanza gemellare sono vere tranne: ,Le placente spesso si fondono,I gemelli monozigoti hanno placente separate,I gemelli monozigoti sono ad elevato rischio di trasfusione reciproca,I gemelli dizigoti possono avere o non avere placente separate,Anastomosi dei vasi placentari si verificano più spesso in gemelli monozigoti,B,Area Preclinica 2017,morfologia
1842,"Tutte le seguenti affermazioni riguardanti il rilascio delle cellule ematiche nel torrente circolatorio sono corrette, tranne:","le cellule della serie bianca, in seguito all'azione di releasing factors, sono libere di attraversare la parete dei sinusoidi","i leucociti immaturi hanno motilità sufficiente per attraversare la parete dei sinusoidi e vengono ""spremuti"" nei sinusoidi attraverso aperture dell'endotelio","i megacariociti formano sottili processi che attraversano la parete dei sinusoidi e si frammentano alle loro estremità, liberando piastrine",i neutrofili rimangono immagazzinati nel compartimento midollare per circa 4 giorni,un mieloblasto necessita di circa 11 giorni di maturazione prima di comparire nella circolazione come neutrofilo maturo,B,Area Preclinica 2017,morfologia
1843,In quale delle seguenti mucose l'epitelio è stratificato: ,Dello stomaco,Della vagina,Della tuba uterina,Dei piccoli bronchi,Dell'intestino,B,Area Preclinica 2017,morfologia
1849,"Tutte le seguenti funzioni sono di competenza delle piastrine, tranne: ",Stimolare la vasocostrizione in caso di lesione vasale,Formare una barriera temporanea sulla superficie di vasi con minime lesioni endoteliali,Stimolare la riparazione delle lesioni tissulari,Stimolare la chemiotassi,Formare il trombo bianco,D,Area Preclinica 2017,morfologia
1850,Quale tra i seguenti ormoni interviene nella regolazione del metabolismo del calcio?,Progesterone,Paratormone,Prolattina,LH,Testosterone,B,Area Preclinica 2017,morfologia
1854,Il tessuto di conduzione del cuore e' costituito da:,Cellule muscolari cardiache modificate,Cellule di nevroglia,Neuroni,Cellule endoteliali,Cellule mioepiteliali,A,Area Preclinica 2017,morfologia
1855,"Il neurone, unità morfo-funzionale del tessuto nervoso, è normalmente costituito da: ","Pirenoforo, un dendrite e più assoni","Pirenoforo, dendriti e un assone",Pirenoforo e dendriti,Dendriti e assoni,Soma e sinapsi,B,Area Preclinica 2017,morfologia
1860,"Durante la spermioistogenesi, cosa fanno gli spermatidi?","Niente, perche' non esistono elementi con un nome simile che partecipino alla spermiostogenesi",Perdono il nucleo,Diventano flagellati,Duplicano il dna,Si dividono,C,Area Preclinica 2017,morfologia
1861,L'apoptosi è: ,la divisione cellulare,la nascita di una nuova cellula,la morte cellulare fisiologica programmata,la morte cellulare patologica,un momento della differenziazione cellulare,C,Area Preclinica 2017,morfologia
1866,Quale delle seguenti affermazioni relative alle unita' motorie e' vera?,Sono sinonimo di placca motrice,Sono l'insieme di un motoneurone e delle fibre muscolari da esso innervate,Sono l'insieme di una fibra muscolare e dei nervi che ad essa arrivano,Sono l'insieme di un muscolo e dei nervi che ad esso arrivano,Nessuna delle affermazioni contenute nelle altre risposte e' vera: sono tutte false.,B,Area Preclinica 2017,morfologia
1867,Il megacolon congenito (malattia di Hirschsprung) è causato da un difetto ,Di migrazione delle cellule della cresta neurale,Di induzione della notocorda,Di chiusura del tubo neurale,Di formazione del mesoderma parassiale,Di sviluppo dell'endoderma,A,Area Preclinica 2017,morfologia
1872,Da dove originano le cellule di Schwann ?,sarcoplasma,tubo neurale,ependima,pericondrio,midollo,B,Area Preclinica 2017,morfologia
1873,La lingua è: ,Formata da tessuto muscolare scheletrico,Formata da tessuto connettivo,Scarsamente vascolarizzata,Scarsamente innervata,"Formata, in superficie, da epitelio cilindrico stratificato",A,Area Preclinica 2017,morfologia
1878,Con il termine 'Reazione deciduale' si descrive la:,trasformazione del chorion in placenta,modificazione dell'endometrio in gravidanza,reazione di rigetto dell'embrione,risposta immune dei tessuti materni,modificazione del miometrio prima del parto,B,Area Preclinica 2017,morfologia
1879,Quale dei  seguenti organi contiene i corpuscoli di Hassall? ,Ghiandola tiroidea,Ghiandola parotidea,Ghiandola pineale,Timo,Milza,D,Area Preclinica 2017,morfologia
1884,"Ad una donna gravida viene fatta diagnosi di ""polidramnios"". Quale è il significato di questa condizione clinica?",Il polidramnios è un accumulo eccessivo di liquido amniotico con alto rischio di gravi anomalie fetali se permane,Il polidramnios è una condizione benigna,Il polidramnios porta sempre all'aborto spontaneo,E' una condizione irreversibile con perdita di liquido amniotico ma senza alterazioni a carico del feto,Il polidramnios è una affezione infiammatoria del feto,A,Area Preclinica 2017,morfologia
1885,Quale delle seguenti affermazioni riguardanti il derma è corretta? ,Si trova sopra l'epidermide,Ha la porzione profonda detta dermapapillare,Ha la porzione reticolare in cui i fasci di fibre sono fini ed a maglie strette,Contiene poca matrice extracellulare,Le fibre predominanti sono fibre collagene,E,Area Preclinica 2017,morfologia
1890,In quale dei sottoelencati organi si trova epitelio di transizione?,Esofago,Giunzione esofago-gastrica,Uretere,Cistifellea,Bronchi principali,C,Area Preclinica 2017,morfologia
1891,I linfociti T: ,Originano nel timo ove divengono immunocompetenti,Originano nel midollo osseo e divengono immunocompetenti nel timo,Originano nei centri germinativi del sistema linfatico e divengono immunocompetenti nel timo,Originano dall'attivazione dei linfociti b e migrano poi nel timo,Originano nel midollo osseo e vengono distrutti nel timo quando invecchiano,B,Area Preclinica 2017,morfologia
1896,Cosa significa APOPTOSI?,Distruzione cellulare per frammentazione,Cessazione della divisione cellulare per contatto con cellule viciniori,Lisi cellulare per iperaccumulo intracellulare di acqua,Lisi cellulare per iperaccumulo intracellulare di potassio,Lisi cellulare per iperaccumulo intracellulare di calcio,A,Area Preclinica 2017,morfologia
1897,Il PROGESTERONE è secreto dal ...... per favorire l'impianto dell'embrione e la prosecuzione della gravidanza ,Corpo luteo,Mesoderma,Endoderma,Ectoderma,Tiroide  Patologia,A,Area Preclinica 2017,morfologia
1928,Quale tra le seguenti non è una caratteristica delle esotossine?,"Sono prodotte ad alcuni batteri Gram-positivi e, talvolta, anche dalle specie Gram - negative",Hanno azione tossica più potente di quella delle endotossine,Il loro potere tossico è neutralizzato dall' anticorpo corrispondente,Sono di natura lipopolisaccaridica,La loro potenza è variabile a seconda delle specie animali in cui sono saggiate,D,Area Preclinica 2017,patologia
2046,Tutte le seguenti affermazioni riguardanti le spore batteri sono corrette tranne:,la loro capacità di sopravvivenza è dovuta alla loro elevata attività metabolica,derivano da bacilli Gram-positivi,possono essere uccise se mantenute a 121 gradi centigradi per 15 minuti,contengono meno acqua rispetto alle cellule batteriche,la produzione di spore è appannaggio esclusivo dei batteri del genere Bacillus e Clostridium,A,Area Preclinica 2017,patologia
2047,"Un messicano di 21 anni è portato al pronto soccorso in seguito a perdita di conoscenza. Una TAC cranica rivela cisti multiple e lesioni calcificate in entrambi gli emisferi. Il paziente non è HIV-positivo o immunocompromesso per altre cause, né presenta  neoplasie.  Sulla base delle conoscenze epidemiologiche viene posta diagnosi di cisticercosi (Taenia solium). Come è stata contratta l'infezione?",Ingestione di carne di maiale non cotta,Ingestione di carne di bovini non cotta,Ingestione di alimenti contaminati da uova di Taenia solium,Mediante puntura di zanzare,Ingresso percutaneo di larve di Taenia solium,C,Area Preclinica 2017,patologia
2124,Nei portatori sani di tifo il serbatoio puo' essere soprattutto: ,Lo stomaco,La colecisti,L' ileo,Il colon e l' appendice,Il colon trasverso,B,Area Preclinica 2017,patologia
2130,I cheloidi: ,sono cicatrici ipertrofiche,sono cicatrici ipoplasiche,sono neoformazioni cutaneepigmentate,sono cicatrici anomale che si estendono oltre i limiti della ferita,sono forme cicatriziali che vengono facilmentetrattate in chirurgia plastica,D,Area Preclinica 2017,patologia
2136,Quale delle seguenti collagenopatie puo' portare a carcinoma esofageo: ,Sclerodermia,Dermatomiosite,LES,Artrite reumatoide,Sindrome di Sjogren,A,Area Preclinica 2017,patologia
2142,Cosa si intende per rene pelvico? ,un rene ptosico,un rene ectopico,un rene ipotrofico,un rene soprannumerario,una anomalia dei vasi renali,B,Area Preclinica 2017,patologia
2148,Una disseminazione miliarica localizzata presuppone che il focolaio infettivo tubercolare invada: ,il cuore,il vaso venoso polmonare,le vie linfatiche,un bronco,un ramo arterioso polmonare,E,Area Preclinica 2017,patologia
2154,La fase precoce transitoria di permeabilizzazione vasale nella maggior parte dei casi di danno tessutale e' mediata da ,istamina,complemento,fattore di Hageman,anafilotossina,sieroalbumina,A,Area Preclinica 2017,patologia
2160,Quale delle seguenti affermazioni a proposito dell'attivatore tissutale del plasminogeno è corretta? ,la sua attività è stimolata dalla fibrina,è inibito dall'alfa2 anti-plasmina,è prodotto dalle cellule endoteliali,è utilizzato nel trattamento dell'infarto acuto del miocardio,ha effetto proteolitico sulla plasmina,B,Area Preclinica 2017,patologia
2166,"Nel processo di oncogenesi si definisce ""iniziatore"" l'evento che: ",Ha accelerato il processo di attivazione genica,Ha prodotto la prima lesione genetica,Ha attivato l'espressione del fenotipo tumorale dopo la lesione genica,Ha inibito l'azione di un oncosoppressore,Ha attivato l'azione di un oncosoppressore,B,Area Preclinica 2017,patologia
2172,Quale dei seguenti mediatori produce aumento di permeabilità capillare ,Serotonina,Platelet Activating Factor (PAF),Callicreina,Decay Accelerating Factor (DAF),Antitrombina III,B,Area Preclinica 2017,patologia
2178,I recettori della membrana plasmatica: ,presentano l'estremità n-terminale dal lato citosolico,sono sempre costituiti da 7 tratti trans-membrana,"possono essere associati a canali ionici, G-proteine o subire processi di auto-fosforilazione",utilizzano come secondo messaggero esclusivamente il cAMP,utilizzano come secondo messaggero esclusivamente il cGMP,C,Area Preclinica 2017,patologia
2184,Quale sostanza determina una vasodilatazione immediata? ,Trombossano,Istamina,C5a,Citochine,Selectine,B,Area Preclinica 2017,patologia
2190,L'aplasia midollare può essere causata da esposizione a: ,piombo,benzolo,ossido di carbonio,cromo,mercurio,B,Area Preclinica 2017,patologia
2196,Quale dei seguenti cancerogeni può essere più facilmente responsabile del cancro della vescica? ,Benzene,Radon,Ciclofosfamide,Asbesto,Cloruro di vinile,C,Area Preclinica 2017,patologia
2202,Quale delle seguenti affermazioni sull'ormone somatotropo è corretta? ,è un polipeptide di 198 aminoacidi,è maggiormente rilasciato nelle ore di veglia,interagisce con un recettore con attività di autofosforilazione,la sua secrezione è inibita dall'arginina e dalla dopamina,è aumentato negli obesi,C,Area Preclinica 2017,patologia
2208,Quali delle seguenti cellule sono ristrette per MCH-classe I ? ,macrofagi,linfociti T CD8+,linfociti B,linfociti T CD4+,cellule NK,B,Area Preclinica 2017,patologia
2214,"Tutte le seguenti affermazioni sono corrette, tranne: ",il cAMP attiva le proteinchinasi cAMP-dipendenti,il cAMP attiva le fosfatasi cAMP-dipendenti,la più nota proteina legante il calcio è la calmodulina,l'ossido nitrico è un secondo messaggero gassoso prodotto dalla ossido nitrico- sintetasi,"il fosfatidilinositolo-4,5-bifosfato è idrolizzato a inositolo trifosfato e diacilglicerolo dalla fosfolipasi D",E,Area Preclinica 2017,patologia
2220,Le cellule del midollo osseo sono molto radiosensibili perché: ,si replicano continuamente,sono facilmente raggiunte dalle radiazioni,sono cellule stabili,sono prive di meccanismi di riparazione dei danni al DNA,la loro dimensione è molto eterogenea,A,Area Preclinica 2017,patologia
2226,Tutti i seguenti fattori si ritengono causa di dolore in una zona infiammata eccetto? ,Pressione dell' essudato,Prodotti catabolici acidici,Istamina,Bradichinine,Prostaglandine,C,Area Preclinica 2017,patologia
2232,Il cromosoma Philadelphia puo' essere presente nei seguenti precursori midollari ,Tutti i precursori elencati,Megacarioblasti,Eritroblasti,Mieloblasti,Promielociti,A,Area Preclinica 2017,patologia
2238,Nella cancerogenesi chimica l'iniziazione e' data ,dal cancerogeno,dal co-cancerogeno,dall'irritazione,dalla necrosi,da fenomeni degenerativi,A,Area Preclinica 2017,patologia
2244,Quale delle seguenti lesioni deve essere considerata precancerosa? ,Herpes simplex,Leucoplachia,Dermatite polimorfa solare,Verruca volgare,Piaga da decubito,B,Area Preclinica 2017,patologia
2250,La calcificazione massiva di pleuriti croniche e' particolarmente caratteristica di esito: ,da empiema da piogeni,da empiema tubercolare,da pleurite reumatica,da emotorace,forme neoplastiche associate,B,Area Preclinica 2017,patologia
2256,L' assunzione cronica di etanolo si accompagna con elevata frequenza a: ,Colestasi,Steatosi,Emocromatosi,Ipertrofia del reticolo endoplasmatico,Necrosi coagulativa,B,Area Preclinica 2017,patologia
2262,"Tutte le seguenti affermazioni riguardanti l'osteoporosi indotta da glucocorticoidi  (il più frequente tipo di osteoporosi secondaria) sono corrette, tranne: ","l'eccesso di cortisolo riduce la differenziazione delle cellule staminali del midollo osseo verso gli osteoblasti, aumentando la loro differenziazione verso gli adipociti",l'eccesso di cortisolo causa l'apoptosi degli osteociti,l'eccesso di cortisolo influisce sull'osso riducendo  l'assorbimento del calcio ed aumentando la sua escrezione renale,l'eccesso di cortisolo produce catabolismo del collagene e delle altre proteine della matrice ossea,l'eccesso di cortisolo induce l'apoptosi degli osteoclasti,E,Area Preclinica 2017,patologia
2267,Quale di questi e' un dato tipico del diabete di tipo I rispetto e quello di tipo II?,Aumento emoglobina glicosilata,Glicosuria,Chetoacidosi,Iperglicemia,Riduzione insulina,C,Area Preclinica 2017,patologia
2268,Quale tra i seguenti settori vasali e' meno colpito da aterosclerosi? ,Coronaria dx,Coronaria sx,Arco aortico,Aorta addominale,Tutti con eguale frequenza,C,Area Preclinica 2017,patologia
2273,L'ittero nucleare e' una lesione?,Encefalica,Epatica,Di tutti gli organi,Dei nuclei cellulari di vari tessuti,Del midollo osseo,A,Area Preclinica 2017,patologia
2274,"Tutti i seguenti fattori predispongono alla formazione di un trombo, tranne: ",danno endoteliale,stasi ematica,flusso ematico turbolento,ipercoagulabilità del sangue,diminuzione del numero di globuli rossi circolanti,E,Area Preclinica 2017,patologia
2279,Quale organo sostiene la linfopoiesi durante la vita embrionale e fetale?,placenta,fegato fetale,rene fetale,milza fetale,midollo osseo,B,Area Preclinica 2017,patologia
2280,La steatosi é: ,Un accumulo intracellulare di trigliceridi,Un accumulo intracellulare di lipofuscina,Un accumulo di colesterolo,Un accumulo extracellulare di trigliceridi,Un accumulo extracellulare di fosfolipidi,A,Area Preclinica 2017,patologia
2285,Da che cosa è caratterizzato il tessuto di granulazione?,proliferazione di nuovi capillari con fibroblasti e neoformazione di collageni,cellule giganti e fibroblasti,cellule giganti e linfociti,"cellule giganti, plasmacellule e linfociti",proliferazione di nuovi capillari,A,Area Preclinica 2017,patologia
2286,Quali sono le cellule protagoniste dell'infiammazione cronica? ,"monociti, macrofagi, linfociti e fibroblasti",linfociti e granulociti,fagociti mononucleati e polimorfonucleati,cellule endoteliali,cellule endoteliali e fibroblasti,A,Area Preclinica 2017,patologia
2291,Il cistoadenoma papillifero con stroma linfoide (tumore di Warthin) delle ghiandole salivari e':,una neoplasia epiteliale benigna,una neoplasia epiteliale maligna,una neoplasia mesenchimale benigna,una neoplasia mesenchimale maligna,una forma puramente flogistica,A,Area Preclinica 2017,patologia
2292,La vasodilatazione e il cambio di permeabilità nel microcircolo determinano: ,Trasudato,Vasocostrizione,Essudato,Diminuzione della massa sanguigna,Emorragia,C,Area Preclinica 2017,patologia
2297,Quale é la causa dell'ipercolesterolemia familiare?,Deficienza familiare di lipasi proteica,Alterazioni dell'apoproteina E,Alterazioni recettore LDL,Deficienza familiare di colesterolo acetil transferasi,Deficit di lipoproteasi,C,Area Preclinica 2017,patologia
2298,"La maggior parte delle cellule B presenti nel feto e nel neonato sono differenti dalle cellule B tradizionali presenti nelle fasi successive della vita. Queste cellule B □neonatali' (chiamate B-1 o CD5+), non si rinnovano da precursori midollari e reagiscono con antigeni polisaccaridici batterici. Quale tipo di immunoglobuline secernono queste cellule B? ",IgM,IgE,IgG,IgA,IgD,A,Area Preclinica 2017,patologia
2303,Il virus del papilloma umano:,è correlato con lo sviluppo di carcinomi della cervice uterina,Infetta i linfociti,non è correlato con la patologia umana,è responsabile dello sviluppo di linfomi,è responsabile dello sviluppo dei carcinomi del colon,A,Area Preclinica 2017,patologia
2304,Quale di queste condizioni non è associata alla formazione di granulomi? ,lebbra,polmonite atipica primaria,sifilide,sarcoidosi,berilliosi,B,Area Preclinica 2017,patologia
2309,Qual è la causa principale di ipertensione nel morbo di Cushing?,aumento dell'aldosterone,diminutivo turnover delle catecolamine,increzione degli glicocorticoidi,diminuita filtrazione renale,aumentata produzione di ormone antidiuretico,C,Area Preclinica 2017,patologia
2310,La sarcoidosi attacca molto raramente? ,Il cuore,La cute,La tiroide,La paratiroide,L' occhio,C,Area Preclinica 2017,patologia
2315,Che cosa e' lo hiatus leucaemicus,l'assenza di forme a maturazione intermedia nel sangue periferico,una complicanza della leucemia,uno schizomiceta nelle leucemie,un farmaco antiblastico,il midollo osseo ipoplasico,A,Area Preclinica 2017,patologia
2316,La cellula cancerosa deriva la sua energia principalmente da: ,glcolisi aerobia,utilizzazione dei grassi,utilizzazione dell'anidride carbonica,utilizzazione dell'azoto,glicolisi anaerobia,E,Area Preclinica 2017,patologia
2321,La frammentazione precoce del DNA è una caratteristica del processo di:,Necrosi per asfissia cellulare,Necrosi per colliquazione,Apoptosi,Perdita di permeabilità di membrana,Lisi da complemento,C,Area Preclinica 2017,patologia
2322,Nel tumore si osserva sempre: ,Un'aumentata attività mitotica,Crescita esponenziale costante,Diminuita morte cellulare,Ciclo cellulare brevissimo (4-5 ore),Uno squilibrio fra proliferazione e morte cellulare,E,Area Preclinica 2017,patologia
2327,"Tutti i seguenti fattori sono coinvolti nella degradazione del materiale fagocitato da parte dei granulociti polimorfonucleati e dei monoliti/macrofagi, tranne:",Callicreina,Proteine cationiche,Acido ipocloroso,Lisozima,Specie reattive dell'ossigeno,A,Area Preclinica 2017,patologia
2328,In quale delle seguenti situazioni patologiche si ha aumento di affinità dell' emoglobina per l' ossigeno? ,Emoglobinopatie con presenza di HbF,Insufficienza cardiaca congestizia scompensata,Trasfusioni ripetute di sangue fresco,Anemia falciforme omozigote,Vita a grandi altezze,A,Area Preclinica 2017,patologia
2333,Un soggetto adulto affetto da un'anemia emolitica ereditaria ha richiesto molteplici trasfusioni durante la vita. Si individui la più probabile alterazione a livello epatico:,Steatosi epatica,Accumuli di bilirubina,Accumuli di emosiderina,Accumuli di glicogeno,Amiloidosi portale,C,Area Preclinica 2017,patologia
2334,Nella patogenesi della febbre quale dei seguenti fenomeni è determinante? ,un aumento della concentrazione plasmatica di prostaglandine,un aumento della concentrazione plasmatica di interleuchina 1,un aumento della concentrazione plasmatica di tiroxina e triiodotironina,un aumento della concentrazione plasmatica di leucotrieni,una riduzione della concentrazione plasmatica dei glucocorticoidi,B,Area Preclinica 2017,patologia
2339,Quale dei seguenti composti è un inibitore dell'aggregazione piastrinica?,ADP,tromboxano,collageno,prostaciclina,eparansolfato,D,Area Preclinica 2017,patologia
2340,Le caratteristiche cellule che compaiono nel sangue nella mononucleosi infettiva sono: ,monociti modificati,linfociti modificati,granulociti modificati,mastzellen,tutte le altre,B,Area Preclinica 2017,patologia
