id,question,A,B,C,D,E,answer,category,macro category
253,I sintomi più gravi dell'astinenza da morfina si verificano dopo:,2-4 ore,6-8 ore,24-48 ore,5-8 giorni,14 giorni,C,Area Preclinica 2016,farmacologia
254,"In un paziente scompensato in trattamento con digitossina, la comparsa di nausea e vomito è molto probabilmente espressione di",un aggravamento dello scompenso,un'intolleranza al farmaco genericamente determinata,una reazione allergica alla digitossina,un effetto tossico dovuto alla somministrazione di dosi troppo elevate del farmaco,una ritenzione urinaria,D,Area Preclinica 2016,farmacologia
255,Uno dei seguenti farmaci ha un meccanismo  d'azione analogo a quello delle penicilline: indicare quale.,Cefuroxima,Tobramicina,Spiramicina,Paramomicina,Cloramfenicolo,A,Area Preclinica 2016,farmacologia
256,Perché ad un paziente affetto da ulcera peptica ed in trattamento con sucralfato non è utile associare gli inibitori della pompa protonica?,Perché il sucralfato ne induce la precipitazione,Perché competono con il sucralfato per il sito di legame,Perché favoriscono il metabolismo del sucralfato,Perché l'aumento del pH indotto dagli inibitori della pompa riduce l'azione del sucralfato,"Perché il sucralfato ne riduce il metabolismo predisponendo allo sviluppo di reazioni avverse AREA PRE-CLINICA Pag. 44/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",D,Area Preclinica 2016,farmacologia
257,Quale di questi effetti NON è associato alla brusca interruzione della terapia antipertensiva con beta-bloccanti?,Ritenzione di sali e acqua,Infarto del miocardio,Angina pectoris,Tachicardia,Iperattività catecolaminergica,A,Area Preclinica 2016,farmacologia
258,"Un paziente con storia di ulcera gastrica è affetto da artrite reumatoide e pertanto va sottoposto a terapia con farmaci anti-infiammatori non-steroidei. Quale, tra i farmaci sottoindicati, potrebbe essere contemporaneamente prescritto per ridurre il rischio di recidiva di ulcera peptica in questo paziente?",Misoprostolo,Famotidina,Omeprazolo,Sali di bismuto,Metronidazolo,C,Area Preclinica 2016,farmacologia
259,Quale tra i seguenti NON è un effetto collaterale degli NO donors?,Ipotensione,Tachicardia riflessa,Cefalea,Lupus iatrogeno,Disfunzione erettile,D,Area Preclinica 2016,farmacologia
260,L'amoxicillina si differenzia dall'ampicillina,Perché viene eliminata per via urinaria,Perché è battericida nei riguardi dello pseudomonas,Per la sua maggiore stabilità in ambiente urinario,Perché gode di un maggior assorbimento per via gastrointestinale,Perché è beta -lattamasi resistente,D,Area Preclinica 2016,farmacologia
261,In generale i farmaci interagiscono con i loro siti recettoriali formando:,Legami covalenti di coordinazione,Legami covalenti,Legami ionici,Legami di tipo Van der Waals solo con farmaci basici,Legami di tipo Van der Waals solo con farmaci acidi,C,Area Preclinica 2016,farmacologia
262,La bromocriptina è:,Un agonista D1 D2,Un antagonista D2,Un agonista D3 D4,Un antagonista H1,"Un antagonista 5-HT2 AREA PRE-CLINICA Pag. 45/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",A,Area Preclinica 2016,farmacologia
263,Quali farmaci sono utili nelle infezioni erpetiche?,Macrolidi,Antivirali,Cefalosporine,Glucocorticoidi,Vancomicina,B,Area Preclinica 2016,farmacologia
264,Una donna di 59 anni forte fumatrice è stata trovata affetta 2 mesi prima da tumore polmonare. Entra in ospedale in coma. Il calcio sierico è di 16 mg/dL. Quale dei seguenti farmaci potrebbe esser più utile per ridurre rapidamente il calcio sierico?,mannitolo,idroclorotiazide,acetazolamide,furosemide,spironolattone,D,Area Preclinica 2016,farmacologia
265,I cromoni sono indicati:,nell'attacco acuto d'asma,nella terapia della bronchite cronica ostruttiva,nella terapia preventiva dell'asma bronchiale,in associazione agli atropinici per ridurre gli effetti indesiderati,esclusivamente per il trattamento dell'asma pedriatico,C,Area Preclinica 2016,farmacologia
266,Quale dei seguenti farmaci dovrebbe essere PIÙ utile in un paziente con edema cerebrale?,Clortalidone,Amiloride.,Acido etacrinico.,Furosemide.,Mannitolo.,E,Area Preclinica 2016,farmacologia
267,"Un paziente lamenta tinniti, perdita dell'udito e vertigini dopo vari giorni di trattamento con quale dei seguenti diuretici?",Mannitolo,Acido etacrinico,Spironolattone,Acetazolamide,Idroclorotiazide,B,Area Preclinica 2016,farmacologia
268,"Tutte le affermazioni seguenti riguardanti la cinetica delle penicilline sono esatte, tranne una. Indicare quale.",La biodisponibilità orale di una penicillina dipende dalla sua acido labilità,Il probenecid aumenta l'escrezione di penicillina bloccando il riassorbimento tubulare renale,Le penicilline sono composti polari e non vengono metabolizzate estesamente da enzimi epatici,L'ampicillina va incontro a circolo enteroepatico,"La nafcillina è escreta principalmente per via biliare AREA PRE-CLINICA Pag. 46/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",B,Area Preclinica 2016,farmacologia
269,L'eparina,Possiede attività trombolitica,Inibisce l'aggregazione piastrinica da trombossano A2,Agisce bloccando la sintesi di trombossano A2,Agisce legandosi all'antitrombina III,Blocca la rigenerazione epatica di vitamina K,D,Area Preclinica 2016,farmacologia
270,Quale delle seguenti affermazioni definisce gli effetti collaterali di un farmaco?,Gli effetti tossici prevedibili che si verificano in seguito alla somministrazione di un farmaco in dosi superiori a quelle terapeutiche,Gli effetti tossici non prevedibili che si verificano in seguito alla somministrazione di un farmaco in dosi superiori a quelle terapeutiche,Gli effetti farmacologici non desiderati ma prevedibili che si verificano nell'ambito dei dosaggi terapeutici,Gli effetti farmacologici non desiderati e non prevedibili che si verificano nell'ambito dei dosaggi terapeutici,Gli effetti tossici prevedibili che si verificano in seguito alla somministrazione di un farmaco nelle dosi terapeutiche,C,Area Preclinica 2016,farmacologia
271,In un paziente in overdose da eroina si interviene tempestivamente con uno dei seguenti farmaci. Quale ?,Fenobarbital,Metadone,Naltrexone,naloxone,Diazepam,D,Area Preclinica 2016,farmacologia
272,"Un musicista rock è portato al pronto soccorso in preda ad una overdose di un farmaco che otteneva illecitamente. E' agitato, ha processi di pensiero disordinati, dimostra sintomatologia paranoica e 'sente voci'. La droga più possibilmente responsabile della sua condizione è:",eroina,etanolo,metamfetamina,marijuana,cocaina,C,Area Preclinica 2016,farmacologia
273,Per effetto di primo passaggio si intende:,Il primo effetto che un farmaco determina quando ha raggiunto la sede d'azione,Gli effetti neurologici che un farmaco dà nel suo primo passaggio nel sistema nervoso centrale,L'estesa biotrasformazione che il farmaco subisce nel suo primo passaggio attraverso il fegato,L'estesa eliminazione del farmaco nel suo primo passaggio attraverso il rene,L'effetto intestinale di un farmaco somministrato per os,C,Area Preclinica 2016,farmacologia
274,I farmaci beta bloccanti (beta 1 selettivi) utilizzati in terapia possono indurre:,effetto cronotropo e inotropo positivo con conseguente aumento della pressione arteriosa,effetto cronotropo e inotropo negativo con conseguente riduzione della pressione arteriosa,attivazione dei recettori beta presenti sulla muscolatura liscia bronchiale e conseguente broncodilatazione,"riduzione della pressione arteriosa per azione diretta sui recettori del SNC AREA PRE-CLINICA Pag. 47/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",allucinazioni e delirio in caso di sospensione brusca della terapia,B,Area Preclinica 2016,farmacologia
275,Per quale dei seguenti antibiotici NON è necessario allungare l'intervallo di tempo tra le dosi in presenza di una funzione renale compromessa?,Eritromicina,Streptomicina,Sulfisossazolo,Clortetraciclina,Etambutolo,A,Area Preclinica 2016,farmacologia
276,Quale delle seguenti vie di somministrazione prevede l'effetto di primo passaggio epatico?,orale,sublinguale,rettale,transdermica,sottocutanea,A,Area Preclinica 2016,farmacologia
277,Gli inibitori della pompa protonica:,sono profarmaci attivati a livello epatico,sono inibitori irreversibili dell'enzima H+/K+ ATPasi,hanno lunga emivita plasmatica e lunga durata d'azione,inibiscono diverse isoforme del citocromo P450,sono ben assorbiti a livello gastrico,B,Area Preclinica 2016,farmacologia
278,E' un farmaco anticoagulante:,carbonato di litio,warfarin,digossina,teofillina,penicillina,B,Area Preclinica 2016,farmacologia
279,Quale dei seguenti farmaci è un calcio antagonista che influenza sia il tessuto vascolare che quello cardiaco:,Verapamil,Nimodipina,Ranitidina,Cerivastatina,Teofillina,A,Area Preclinica 2016,farmacologia
280,"Tutte le seguenti costituiscono una controindicazione all'uso dei salicilati, TRANNE:",Disturbi della coagulazione,Diminuita funzionalità uditiva,Malattie ulcerative gastriche,"Insufficienza renale AREA PRE-CLINICA Pag. 48/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Depressione psichica,E,Area Preclinica 2016,farmacologia
281,Quali dei seguenti agenti antimicrobici è assolutamente controindicato in gravidanza e nei bambini di età inferiore agli 8 anni ?,tetracicline,penicilline,cefalosporine,eritromicina,cotrimossazolo,A,Area Preclinica 2016,farmacologia
282,La rifampicina è un potente induttore del metabolismo ossidativo di molti farmaci. Si sono osservate interazioni di rilevanza clinica con:,ciclosporina,ipoglicemizzanti orali,glucocorticoidi,chinidina,tutti i farmaci indicati,E,Area Preclinica 2016,farmacologia
283,Un paziente trattato con anticoagulanti orali può andare incontro al rischio:,Di aumento del numero di piastrine circolanti,Di emorragie,Di infarto miocardico,Di trombosi,Di edema polmonare,B,Area Preclinica 2016,farmacologia
284,Definisce il tempo necessario affinché la massima concentrazione plasmatica del farmaco si riduca della metà:,biodisponibilità,emivita,clearance,volume apparente di distribuzione,il legame alle proteine plasmatiche,B,Area Preclinica 2016,farmacologia
285,L'atropina è:,Vagomimetico,Vagolitico,Parasimpaticomimetico,Simpaticolitico,Simpaticomimetico,B,Area Preclinica 2016,farmacologia
286,Quale delle seguenti affermazioni riguardanti gli aminoglucosidi è ERRATA?,Possono provocare danno vestibolare,Inibiscono la sintesi proteica,Sono indicati nelle infezioni batteriche da gram negativi,"Sono composti polari AREA PRE-CLINICA Pag. 49/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Sono efficaci contro il bacteroides fragilis,E,Area Preclinica 2016,farmacologia
287,In un paziente diabetico l'antiipertensivo più indicato da prescrivere è:,Unvasodilatatore bloccante i canali del potassio,Un diuretico tiazidico,Un alfa1-bloccante,Un beta-bloccante,Un ACE-inibitore,E,Area Preclinica 2016,farmacologia
288,"Una delle seguenti penicilline, somministrata per via i.m., si assorbe lentamente e provoca perciò durature concentrazioni ematiche e tissutali; indicare quale.",Penicillina G,Benzatina-penicillina,Ampicillina,Meticillina,Carbenicillina,B,Area Preclinica 2016,farmacologia
289,Indicare quale tra i seguenti farmaci NON appartiene alla classe degli antidepressivi triciclici:,amitriptilina,desipramina,doxepina,fluoxetina,imipramina,D,Area Preclinica 2016,farmacologia
290,Gli enzimi microsomiali,Possono aumentare per un meccanismo di induzione enzimatica,Sono inibiti dalla esposizione cronica a fenobarbitale,Metabolizzano generalmente farmaci idrosolubili,Sono localizati nel reticolo endoplasmico rugoso,"Possono aumentare incaso di digiuno, epatiti, ittero ostruttivo",A,Area Preclinica 2016,farmacologia
291,L'atropina è controindicata:,Nel diabete,Nell'insufficienza renale cronica,Nel glaucoma,Nell'nsufficienza surrenalica,Nelle aritmie bradicardizzanti,C,Area Preclinica 2016,farmacologia
292,"La lidocaina somministrata endovena ha tutti i seguenti effetti, tranne:",Ristabilire il ritmo sinusale nella fibrillazione atriale,Ridurre la conduttanza al Na+ nelle cellule con automatismo,Non aver effetto sulla funzione segnapassi del nodo del seno,"Essere rapidamente metabolizzata a livello epatico AREA PRE-CLINICA Pag. 50/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Sopprimere le extrasistoli ventricolari,A,Area Preclinica 2016,farmacologia
293,"Un paziente diabetico in trattamento insulinico scarsamente controllato si lamenta di fame, sudorazione e palpitazioni. L'esame fa rilevare pelle umida, pallida e ipotermia. Quale indicazione può trarsi dai sintomi del paziente?",la dose di insulina è probabilmente bassa,i sintomi segnalano la possibile comparsa di uno shock insulinico,i disturbi sono causati da iperglicemia,il paziente sta perdendo zucchero nelle urine,è in sviluppo una infezione sistemica,B,Area Preclinica 2016,farmacologia
294,Il sistema ATC:,E' un sistema internazionale per il monitoraggio delle segnalazioni spontanee di sospette reazioni avverse,"E' un sistema di classificazione dei medicinali basato su criteri Anatomici, Terapeutici e Chimici",E' un sistema per la valutazione delle prescrizioni di farmaci basato sull'Attenzione per le Terapie Corrette,E' una metodologia per la valutazione qualitativa delle terapie farmacologiche,Si articola su 3 livelli,B,Area Preclinica 2016,farmacologia
295,Gli ACE-inibitori sono controindicati:,nello scompenso cardiaco congestizio,in gravidanza,nell'ipertiroidismo,dopo la menopausa,nel diabete di tipo I,B,Area Preclinica 2016,farmacologia
296,"L'isoniazide, uno dei farmaci più attivi nel trattamento della tubercolosi:",non può essere associata a rifampicina e etambutolo,agisce inibendo le sintesi proteiche,può indurre degli effetti tossici prevenibili con piridossina,è eliminata immodificata,raramente si osserva l'insorgenza di resistenza,C,Area Preclinica 2016,farmacologia
297,Quale delle affermazioni seguenti concernenti l'acido clavulanico è errata?,Ha potente effetto inibente gli enzimi di transpeptidazione della parete batterica,E' un potente inibitore di molti enzimi beta-lattamasici elaborati da microrganismi gram- e gram,E' abitualmente adoperato in associazione ad agenti beta-lattamasici che sono inattivati dalle beta-lattamasi,E' sprovvisto di attività antibatterica,E' estratto da uno streptomyces,A,Area Preclinica 2016,farmacologia
298,In un paziente in terapia con nitroderivati puo' facilmente insorgere:,anemia,cefalea pulsante,ipertensione,"diarrea AREA PRE-CLINICA Pag. 51/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",gastralgia,B,Area Preclinica 2016,farmacologia
299,Quale tra i seguenti farmaci NON inibisce la segrezione acida gastrica indotta da istamina?,ranitidina,omeprazolo,sucralfato,misoprostolo,cimetidina,C,Area Preclinica 2016,farmacologia
300,L'intossicazione da sali di litio può verificarsi facilmente:,Nei soggetti con grave compromissione della funzionalità renale,Nei soggetti depressi,Negli schizofrenici con patologia affettiva,Nelle donne in menopausa,Nei soggetti ansiosi,A,Area Preclinica 2016,farmacologia
301,Quale enzima inattiva gli antibiotici imipenemici?,Acetilasi,Adenilasi,Dipeptidasi,Ossidasi,Fosforilasi,C,Area Preclinica 2016,farmacologia
302,La terapia con propanololo è controindicata in caso di:,ipertensione lieve e/o moderata,aritmie,ipertensione grave,asma,gastrite,D,Area Preclinica 2016,farmacologia
303,Quale delle seguenti condizioni è associata maggiormente ad un problema di crescita piuttosto che di pigmentazione abnorme nella cavità orale?,Terapia con dintoina,Malattia di Addison,Tetracicline somministrate ad un bambino,Intossicazione da piombo,Fluorosi,A,Area Preclinica 2016,farmacologia
304,Quali delle seguenti tipologie di reazioni avverse NON sono da segnalare?,gravi,note e di lieve entità.,inattese.,"a nuovi farmaci. AREA PRE-CLINICA Pag. 52/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",a farmaci in sperimentazione.,B,Area Preclinica 2016,farmacologia
305,La somministrazione di farmaci acidificanti urinari determina,La riduzione del riassorbimento tubulare dei farmaci basici,La riduzione del riassorbimento dei farmaci acidi,L'aumento del riassorbimento dei farmaci acidi,Una ridotta metabolizzazione dei farmaci acidi,Acidosi metabolica,A,Area Preclinica 2016,farmacologia
306,Quale dei seguenti effetti collaterali della L-DOPA viene ridotto dall'associazione con carbidopa?,Confusione mentale,Discinesia,Nausea,Fenomeno on-off,Allucinazioni,C,Area Preclinica 2016,farmacologia
307,Qual è l'impiego terapeutico della ciclofosfamide?,Spasmolitico,Antistaminico,Vasodilatatore,Antineoplastico e immunosoppressore,Tutte le indicazioni sono corrette,D,Area Preclinica 2016,farmacologia
308,L'indice terapeutico esprime,L'efficacia di un farmaco,La potenza di un farmaco,La biodisponibilità di un farmaco,La manegevolezza di un farmaco,La tossicità acuta di un farmaco,D,Area Preclinica 2016,farmacologia
309,Quale tra le seguenti affermazioni sull'ipercolesterolemia familiare omozigote è corretta?,presenta una diminuzione della capacità del fegato di metabolizzare il colesterolo,mancano i recettori cellulari per le LDL che quindi si accumulano nel sangue,presenta un aumento dell'assorbimento di acidi grassi da parte dell'epitelio intestinale,presenta una diminuzione dell'eliminazione degli acidi grassi attraverso le vie biliari,mancano i recettori per il colesterolo a livello degli epatociti.,B,Area Preclinica 2016,farmacologia
310,Quale delle seguenti affermazioni sul verapamil è ERRATA?,Può essere tranquillamente somministrato in associazione con beta-bloccanti adrenergici,È utile nel trattamento del flutter striale,È utile nel trattamento della fibrillazione striale,"la sua azione inotropa negativa ne limita l'impiego in casi di danno cardiaco AREA PRE-CLINICA Pag. 53/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",è utile nel trattamento della tachicardia sopraventricolare parossistica,A,Area Preclinica 2016,farmacologia
311,Gli antagonisti dei recettori 5-HT3 possono essere impiegati in terapia come:,antiemetici,antidepressivi,anoressizzanti,sedativi,cardiotonici,A,Area Preclinica 2016,farmacologia
312,"Per avere una probabilità statisticamente significativa (P<0.05) di rilevare almeno un caso di reazione avversa ad un farmaco quando la reazione medesima abbia una frequenza attesa di 1 : 10.000, quanti soggetti devono essere inclusi nell'osservazione?",300,3.000,30.000,300.000,3.000.000,C,Area Preclinica 2016,farmacologia
313,Quali tra i seguenti sono potenziali effetti collaterali dei diuretici tiazidici:,"Ipokalemia, iperglicemia, iperlipidemia","Ipokalemia, ototossicità,iperuricemia","Iperkalemia, alcalosi, nausea/vomito","Aumento dell'azoto ureico plasmatici, iperkalemia, acidosi metabolica","Ipermagnesemia, ipercalcemia, febbre",A,Area Preclinica 2016,farmacologia
314,La Yoimbina è un:,alfa 1 Agonista,alfa 1 Antagonista,alfa 2 Agonista,alfa 2 Antagonista,beta 1 Agonista,D,Area Preclinica 2016,farmacologia
315,Quale dei sottoelencati farmaci è un alfa 1 agonista?,Fenossibenzamina,Guanfacina,Prazosina,Clonidina,Metossamina,E,Area Preclinica 2016,farmacologia
316,L'effetto anticoagulante dell'eparina:,Viene antagonizzato dalla vitamina K,Risulta potenziato da concomitanti nefropatie,Viene potenziato in caso di ipoalbuminemia,"può andare incontro a fenomeni di tolleranza AREA PRE-CLINICA Pag. 54/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",può essere accompagnato da grave piastrinopenia,E,Area Preclinica 2016,farmacologia
317,"Studi epidemiologici hanno stabilito che l'uso di contracettivi orali diminuisce l'incidenza di tutte le seguenti condizioni, tranne:",neoplasia ovarica,anemia da carenza di ferro,malattia pelvica infiammatoria,neoplasia mammaria,neoplasia endometriale,D,Area Preclinica 2016,farmacologia
318,Quale dei seguenti agenti farmacologici è il più appropriato nel trattare un uomo di 58 anni con un PSA (Prostatic-specific antigen) notevolmente elevato e malattia metastatica?,Ciproterone,Leuprolide,Testosterone cerotto transdermico,Danazolo,Tamoxifene,B,Area Preclinica 2016,farmacologia
319,Quale tra i seguenti può essere considerato indicatore di efficacia clinica nella prevenzione delle malattie coronariche:,Riduzione della pressione arteriosa,Riduzione della colesterolemia,Miglioramento della perfusione cardiaca,Riduzione dell'incidenza di infarti,Aumento della contrattilità miocardica,D,Area Preclinica 2016,farmacologia
320,Un ACE-inibitore è indicato:,nell'infarto miocardico,nell'insufficienza ventricolare sistolica sinistra,nella nefropatia diabetica,in tutti i casi indicati,nell'ipertenzione arteriosa,D,Area Preclinica 2016,farmacologia
321,Quando un medico rileva in un suo paziente una sospetta reazione avversa a farmaci invia una specifica segnalazione:,alla ASL (per i medici operanti sul territorio) o alla direzione sanitaria della struttura ospedaliera (per i medici operanti in ospedale).,all'Assessorato regionale alla sanità.,al Ministero della sanità (per i farmaci in sperimentazione).,all'Istituto Superiore di Sanità (per i farmaci di nuova istituzione).,all'Organizzazione Mondiale della Sanità (con costi a carico del destinatario).,A,Area Preclinica 2016,farmacologia
322,Qual è il meccanismo d'azione degli antidepressivi triciclici?,Stimolano la sintesi della serotonina,Bloccano il riassorbimento del GABA,"Potenziano la trasmissione colinergica AREA PRE-CLINICA Pag. 55/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Non agiscono a livello sinaptico,Bloccano la ricaptazione di serotonina e noradrenalina,E,Area Preclinica 2016,farmacologia
323,Quale dei farmaci elencati deve essere assunto insieme a cilastatina (un inibitore delle diidropeptidasi)?,Imipenem,Sulbactam,Ampicillina,Ticarciclina,Cefazolina,A,Area Preclinica 2016,farmacologia
324,L'acido acetilsalicilico si differenzia dagli altri FANS:,per essere meno ulcerogeno,per inibire la cicloossigenasi  in modo irreversibile,per la capacità di prevenire il cancro del colon,per inibire selettivamente la cicloossigenasi-2,per l'inibizione delle lipoossigenasi,B,Area Preclinica 2016,farmacologia
325,"In un paziente con attacco di angina pectoris in atto, la nitroglicerina deve essere somministrata:",Per via intramuscolare,Per via sublinguale,Per bocca,Per applicazione di cerotto transdermico,Per via sottocutanea,B,Area Preclinica 2016,farmacologia
326,Quale tra i seguenti NON rappresenta un importante effetto avverso della ciclosporina?,nefrotossicità,epatotossicità,ipertensione,tossicità gastrointestinale,alopecia,E,Area Preclinica 2016,farmacologia
327,Indicare l'affermazione esatta,Gli effetti teratogeni si verificano per assunzione di farmaco soprattutto nel terzo trimestre di gravidanza,Gli effetti teratogeni si verificano per assunzione di farmaco soprattutto nel primo trimestre di gravidanza,Le reazioni idiosincrasiche richiedono precedente sensibilizzazione al farmaco,La risposta allergica non richiede precedente sensibilizzazione al farmaco,Nessuna risposta indicata è esatta,B,Area Preclinica 2016,farmacologia
328,Quale dei seguenti farmaci aumenta il tono dello sfintere esofageo in pazienti con reflusso gastroesofageo senza aumentare la secrezione gastrica di acido?,Cisapride,Sali di bismuto,"Betanecolo AREA PRE-CLINICA Pag. 56/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Cimetidina,Omeprazolo,A,Area Preclinica 2016,farmacologia
329,Quale dei seguenti NON è un comune effetto avverso delle benzodiazepine?,cefalea,incoordinazione motoria,vertigine,amnesia anterograda,stipsi,E,Area Preclinica 2016,farmacologia
330,"Depositi corneali, alterazioni della vista e fotofobia sono effetti collaterali che si associano all'uso di:",Adenosina,Diltiazem,Lidocaina,Amiodarone,Procainamide,D,Area Preclinica 2016,farmacologia
331,"I seguenti sono criteri utili alla definizione del rapporto di causalità tra assunzione di un farmaco e verificarsi di un evento avverso, ad eccezione di:",correlazione temporale.,gravità della reazione.,notorietà della correlazione.,esito della sospensione.,esito della risomministrazione.,B,Area Preclinica 2016,farmacologia
332,La somministrazione endovenosa di noradrenalina in un paziente che assume una dose efficace di atropina determinerà:,Aumento della frequenza cardiaca,Diminuzione delle resistenze periferiche,Ipoglicemia,Aumento della temperatura corporea,Miosi,A,Area Preclinica 2016,farmacologia
333,"Un paziente viene trattato con il farmaco A, che ha un'alta affinità per l'albumina, e che viene somministrato in quantità che non eccedono la capacità di legame dell'albumina. Al trattamento viene aggiunto un secondo farmaco, B. Anche il farmaco B ha elevata affinità per l'albumina, ma viene somministrato in quantità 100 volte superiori alla capacità di legame dell'albumina. Quale delle seguenti situazioni si presenta dopo la somministrazione del farmaco B?",Un aumento della concentrazione del farmaco A nei tessuti.,Una diminuzione della concentrazione del farmaco A nei tessuti.,Una diminuzione del volume di distribuzione del farmaco A.,Una diminuzione del tempo di dimezzamento del farmaco A.,L'ulteriore aggiunta di farmaco A modifica significativamente la concentrazione sierica del farmaco B non legato.,A,Area Preclinica 2016,farmacologia
334,Un importante impiego clinico del metadone e' nella terapia sostitutiva nella dipendenza da:,"etanolo AREA PRE-CLINICA Pag. 57/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",cocaina,benzodiazepine,eroina,cannabinoidi,D,Area Preclinica 2016,farmacologia
335,"Un paziente con uretrite causata da un ceppo di Neisseria gonorrhoeae che produce penicillinasi può essere efficacemente trattato con qualunque dei seguenti agenti, tranne:",spectinomicina,ceftriaxone,ciprofloxacina,ofloxacina,trimetoprim-sulfametoxazolo,E,Area Preclinica 2016,farmacologia
336,Quale tra le seguenti procedure è necessaria per l'avvio di una sperimentazione di Fase III?,approvazione del Comitato Etico locale.,autorizzazione del Ministero della sanità.,trasmissione al Ministero della sanità del protocollo sperimentale.,riconoscimento dell'idoneità da parte della ASL.,esito favorevole degli accertamenti dell'ISS.,A,Area Preclinica 2016,farmacologia
337,Le ricette ministeriali speciali:,"sono relative ai farmaci elencati nelle Tabelle I, II e III del D.P.R. 309/90.",possono essere utilizzate per 3 mesi e fino ad un massimo di 5 volte.,hanno validità massima di 10 giorni.,vanno redatte su carta intestata del medico.,sono rilasciate solo da centri ospedalieri o specialistici.,A,Area Preclinica 2016,farmacologia
338,Un paziente in terapia con ciprofloxacina deve evitare l'assunzione di:,aspirina,sali di alluminio,calcio antagonisti,omeprazolo,vancomicina,B,Area Preclinica 2016,farmacologia
339,Il warfarin:,Agisce rapidamente se somministrato per via orale,È potenziato dai barbiturici,È antagonizzato dalla portamina solfato,Agisce sull'attività dei fattori della coagulazione,È potenziato dal fattore 4 piastrinico,D,Area Preclinica 2016,farmacologia
340,Quale tra le seguenti cefalosporine passa meglio la barriera emato-encefalica?,"Cefoperazone AREA PRE-CLINICA Pag. 58/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Cefaloridine,Cefotaxime,Cefonicid,Cefalexina,C,Area Preclinica 2016,farmacologia
341,L'azatiopirina è un profarmaco della mercaptopurina progettato con lo scopo di:,Facilitare l'assorbimento,Diminuire la tossicità,Aumentare l'attività,Proteggere la 6-mercaptopurina da una rapida ossidazione,Indirizzare l'attività a livello del sistema linfatico,D,Area Preclinica 2016,farmacologia
342,Quale dei sottoelencati è il meccanismo d'azione dell'ac. Fusidico?,Inibizione della parete batterica per interferenza con le PBPS,Interferenza con la subunità 50 S,Interferenza con la subunità 30 S,Inibizione della translocasi,Interferenza con i fosfolipidi della membrana,D,Area Preclinica 2016,farmacologia
343,Quale di questi oppioidi non ha un alto rischio di dipendenza psichica?,Codeina,Buprenorfina,Morfina,Metadone,Ossicodone,A,Area Preclinica 2016,farmacologia
344,Quale tra le seguenti procedure è necessaria per l'avvio di una sperimentazione di Fase IV?,approvazione del Comitato Nazionale di Bioetica.,autorizzazione del Ministero della sanità.,trasmissione al Ministero della sanità del protocollo sperimentale.,riconoscimento dell'idoneità da parte della ASL.,esito favorevole degli accertamenti dell'ISS.,C,Area Preclinica 2016,farmacologia
345,I farmaci anestetici passano la barriera placentare:,Si,No,Solo quelli somministrati per via e.v.,Solo quelli somministrati per via inalatoria,Solo quelli somministrati per via parenterale,A,Area Preclinica 2016,farmacologia
346,Quale dei seguenti principi attivi è impiegato nei confronti di Pseudomonas Aeruginosa?,"Penicillina G AREA PRE-CLINICA Pag. 59/558 Ministero dell Istruzione, dell  Università e della Ricerca, ,",Amoxicillina,Ticarcillina,Flucoxacillina,Sulbactam,C,Area Preclinica 2016,farmacologia
347,Quale delle seguenti affermazioni riferite alla fase III della sperimentazione clinica dei farmaci è corretta?,Si esegue su volontari sani,Si esegue su un piccolo numero (50-60) di pazienti,Prevede un gruppo di controllo,Serve a stabilire la dose massima tollerata,Serve a stabilire la dose minima tossica,C,Area Preclinica 2016,farmacologia
348,Quale tra i seguenti farmaci NON mima l'effetto del neurotrasmettitore sul recettore postsinaptico?,Isoprenalina,Nicotina,Metacolina,Fenilefrina,Guanetidina,E,Area Preclinica 2016,farmacologia
349,Indicare quale dei seguenti farmaci può provocare prolungamento del tratto QT dell'ECG:,trinitrina,clozapina,losartan,doxorubicina,cisapride,E,Area Preclinica 2016,farmacologia
350,Quale dei seguenti non e' considerato un antitubercolare di prima scelta:,Rifampicina,Etambutolo,Isoniazide,PAS,Streptomicina,D,Area Preclinica 2016,farmacologia
351,Le tetracicline:,Non sono assorbite dal tubo gastroenterico,Sono assorbite dal tubo gastroenterico in maniera incompleta,Sono meglio assorbite dal tubo gastroenterico se associate a preparazioni anti-acide,Sono meglio assorbite se somministrate insieme a latte e derivati,Si accumulano nella tiroide,B,Area Preclinica 2016,farmacologia
