id,question,A,B,C,D,E,answer,category,macro category
234,un uomo di 23 anni lamenta impotenza sessuale e diminuita libidine. l'esame dell'ejaculato mostra oligospermia. quale dei seguenti agenti farmacologici potrebbe essere responsabile di questo effetto avverso?,etanolo,noretindrone,metimazolo,oxandrolone,propiltiuracile,D,Area Preclinica 2016,farmacologia
235,indicare fra i seguenti un glucocorticoide a durata d'azione intermedia:,idrocortisone,cortisone,fludrocortisone,betametasone,metilprednisolone,E,Area Preclinica 2016,farmacologia
236,la carbenicillina è elettivamente indicata nelle infezioni da:,pseudomonas aeruginosa,enterococco,streptococco viridans,stafilococco aureo,haemophilus influenzae,A,Area Preclinica 2016,farmacologia
237,i sali di litio sono principalmente impiegati in:,schizofrenia,depressione endogena,intossicazione neurolettica,psicosi maniaco-depressiva,nevrastenia,D,Area Preclinica 2016,farmacologia
238,la brusca sospensione della terapia con pindololo è associata ad ipertensione di rimbalzo meno grave di quella indotta dalla brusca sospensione del propranololo. questo perchè il pindololo,e' un bloccante selettivo beta 1,e' un bloccante misto alfa e beta,"e' un bloccante non selettivo, agonista parziale",non è in grado di stabilizzare le membrane,e' metabolizzato più lentamente del propranololo,C,Area Preclinica 2016,farmacologia
239,il mannitolo è:,un anticoagulante orale,un diuretico osmotico,un beta-bloccante,un calcio-antagonista,un antidoto che chela il piombo,B,Area Preclinica 2016,farmacologia
240,l'uso dei beta-bloccanti è da sconsigliare:,nello scompenso cardiaco congestizio,nelle tireotossicosi,nell'ipertensione nefrogena,nel diabete di tipo due,nell'asma bronchiale,E,Area Preclinica 2016,farmacologia
241,e' un effetto lamentato di frequente dai pazienti in terapia con enalapril:,anemia,ipertensione,allucinazioni,tosse,rinorrea,D,Area Preclinica 2016,farmacologia
242,"tutti i seguenti farmaci sono utilizzato nella terapia dell'asma bronchiale, tranne:",terfenadina (antagonista del recettore dell'istamina h1),salbutamolo (agonista del recettore beta-2 adrenergico),ipratropio bromuro (antimuscarinico),beclometasone (glucocorticoide),teofillina (metilxantina),A,Area Preclinica 2016,farmacologia
243,quale delle seguenti condizioni cardiovascolari non è stata associata all'uso di contraccentivi orali?,infarto del miocardio,malattia tromboembolica venosa,ictus trombotico,emorragia subaracnoidea,ipotensione,E,Area Preclinica 2016,farmacologia
244,il valproato di sodio è un farmaco:,antidiarroico,antienuretico,antiepilettico,antiipertensivo,non è un farmaco,C,Area Preclinica 2016,farmacologia
245,la dose orale di morfina considerate equivalente a 10 mg intramuscolo è:,5 mg,20 mg,30 mg,50 mg,80 mg,C,Area Preclinica 2016,farmacologia
246,"in soggetti con storia di miopatie, gli inibitori della hmg-coa reduttasi (statine):",non sono efficaci nell'abbassare il colesterolo ldl,non debbono essere associati a farmaci inibitori metabolici,sono controindicati in associazione con farmaci induttori metabolici,possono causare osteoporosi e danni endoteliali,non hanno alcun effetto sul profilo lipidico,B,Area Preclinica 2016,farmacologia
247,quale dei seguenti effetti collaterali non è indotto dalla somministrazione ripetuta di furosemide?,ipercalcemia,iperuricemia,ipokalemia,ototossicità,alcalosi,A,Area Preclinica 2016,farmacologia
248,l'acido vanilmandelico è il principale catabolita di ?,istamina,serotonina,dopamina,gaba,catecolamine,E,Area Preclinica 2016,farmacologia
249,la biodisponibilità di un farmaco,è una misura della frazione della dose somministrata che raggiunge il circolo sistemico,è proporzionale all'efficacia,è direttamente proporzionale alla dose somministrata,non varia in funzione della via di somministrazione utilizzata,è minore per farmaci poco potenti,A,Area Preclinica 2016,farmacologia
250,quale tra i seguenti non è un effetto avverso dell'adrenalina?,ansietà,aritmie ventricolari,emorragia cerebrale,aggravamento dei sintomi nei pazienti psicotici,aggravamento dei sintomi nei pazienti asmatici,E,Area Preclinica 2016,farmacologia
251,quale tra questi argomenti relativi a un farmaco non è compreso nella farmacocinetica?,meccanismo d'azione,distribuzione,metabolismo,assorbimento,escrezione,A,Area Preclinica 2016,farmacologia
252,il rapporto tra la concentrazione del farmaco che induce un effetto tossico e quella necessaria a produrre l'effetto terapeutico è definito:,dose minima efficace,dose minima tossica,ed50 (dose efficace 50),indice terapeutico,dl50 (dose letale 50),D,Area Preclinica 2016,farmacologia
253,quale tra le seguenti affermazioni relative alla terapia immunosoppressiva non è corretta?,aumenta il rischio di insorgenza di linfomi,aumenta il rischio di insorgenza di infezioni,è più efficace se iniziata prima dell'esposizione all'antigene,è più efficace nei confronti della risposta secondaria all'antigene,l'utilizzo di farmaci citotossici può causare inibizione midollare,D,Area Preclinica 2016,farmacologia
254,i diuretici inibitori dell'anidrasi carbonica,sono principalmente impiegati per ridurre la pressione endo-oculare nel glaucoma ad angolo aperto,causano alcalosi in quanto riducono l'eliminazione dei bicarbonati,inibiscono l'anidrasi carbonica del tubulo renale ma non quella presente in altre sedi,inibiscono l'anidrasi carbonica dello stomaco ed hanno pertanto un effetto antisecretivo gastrico di interesse terapeutico,manifestano il proprio effetto diuretico quando inibiscono il 10-20% dell'anidrasi carbonica tubulare,A,Area Preclinica 2016,farmacologia
255,un test di tossicità preclinica prevede il trattamento di un animale maschio adulto con un farmaco prima dell'accoppiamento; la femmina gravida è successivamente esaminata per individuare eventuale morte o anomalie dei feti. il suddetto test è quindi una prova di:,teratogenecità,mutagenicità,carcinogenecità,tutte le risposte indicate,nessuno delle risposte indicate,B,Area Preclinica 2016,farmacologia
256,quale tra gli effetti collaterali sottoelencati è associato all'uso di meticillina?,esantemi maculo -papulari,nefrite interstiziale,fototossicità,agranulocitosi,ittero,B,Area Preclinica 2016,farmacologia
257,i sintomi più gravi dell'astinenza da morfina si verificano dopo:,2-4 ore,6-8 ore,24-48 ore,5-8 giorni,14 giorni,C,Area Preclinica 2016,farmacologia
258,"in un paziente scompensato in trattamento con digitossina, la comparsa di nausea e vomito è molto probabilmente espressione di",un aggravamento dello scompenso,un'intolleranza al farmaco genericamente determinata,una reazione allergica alla digitossina,un effetto tossico dovuto alla somministrazione di dosi troppo elevate del farmaco,una ritenzione urinaria,D,Area Preclinica 2016,farmacologia
259,uno dei seguenti farmaci ha un meccanismo d'azione analogo a quello delle penicilline: indicare quale.,cefuroxima,tobramicina,spiramicina,paramomicina,cloramfenicolo,A,Area Preclinica 2016,farmacologia
260,perché ad un paziente affetto da ulcera peptica ed in trattamento con sucralfato non è utile associare gli inibitori della pompa protonica?,perché il sucralfato ne induce la precipitazione,perché competono con il sucralfato per il sito di legame,perché favoriscono il metabolismo del sucralfato,perché l'aumento del ph indotto dagli inibitori della pompa riduce l'azione del sucralfato,perché il sucralfato ne riduce il metabolismo predisponendo allo sviluppo di reazioni avverse,D,Area Preclinica 2016,farmacologia
261,quale di questi effetti non è associato alla brusca interruzione della terapia antipertensiva con beta-bloccanti?,ritenzione di sali e acqua,infarto del miocardio,angina pectoris,tachicardia,iperattività catecolaminergica,A,Area Preclinica 2016,farmacologia
262,"un paziente con storia di ulcera gastrica è affetto da artrite reumatoide e pertanto va sottoposto a terapia con farmaci anti-infiammatori non-steroidei. quale, tra i farmaci sottoindicati, potrebbe essere contemporaneamente prescritto per ridurre il rischio di recidiva di ulcera peptica in questo paziente?",misoprostolo,famotidina,omeprazolo,sali di bismuto,metronidazolo,C,Area Preclinica 2016,farmacologia
263,quale tra i seguenti non è un effetto collaterale degli no donors?,ipotensione,tachicardia riflessa,cefalea,lupus iatrogeno,disfunzione erettile,D,Area Preclinica 2016,farmacologia
264,l'amoxicillina si differenzia dall'ampicillina,perché viene eliminata per via urinaria,perché è battericida nei riguardi dello pseudomonas,per la sua maggiore stabilità in ambiente urinario,perché gode di un maggior assorbimento per via gastrointestinale,perché è beta -lattamasi resistente,D,Area Preclinica 2016,farmacologia
265,in generale i farmaci interagiscono con i loro siti recettoriali formando:,legami covalenti di coordinazione,legami covalenti,legami ionici,legami di tipo van der waals solo con farmaci basici,legami di tipo van der waals solo con farmaci acidi,C,Area Preclinica 2016,farmacologia
266,la bromocriptina è:,un agonista d1 d2,un antagonista d2,un agonista d3 d4,un antagonista h1,un antagonista 5-ht2,A,Area Preclinica 2016,farmacologia
267,quali farmaci sono utili nelle infezioni erpetiche?,macrolidi,antivirali,cefalosporine,glucocorticoidi,vancomicina,B,Area Preclinica 2016,farmacologia
268,una donna di 59 anni forte fumatrice è stata trovata affetta 2 mesi prima da tumore polmonare. entra in ospedale in coma. il calcio sierico è di 16 mg/dl. quale dei seguenti farmaci potrebbe esser più utile per ridurre rapidamente il calcio sierico?,mannitolo,idroclorotiazide,acetazolamide,furosemide,spironolattone,D,Area Preclinica 2016,farmacologia
269,i cromoni sono indicati:,nell'attacco acuto d'asma,nella terapia della bronchite cronica ostruttiva,nella terapia preventiva dell'asma bronchiale,in associazione agli atropinici per ridurre gli effetti indesiderati,esclusivamente per il trattamento dell'asma pedriatico,C,Area Preclinica 2016,farmacologia
270,quale dei seguenti farmaci dovrebbe essere più utile in un paziente con edema cerebrale?,clortalidone,amiloride.,acido etacrinico.,furosemide.,mannitolo.,E,Area Preclinica 2016,farmacologia
271,"un paziente lamenta tinniti, perdita dell'udito e vertigini dopo vari giorni di trattamento con quale dei seguenti diuretici?",mannitolo,acido etacrinico,spironolattone,acetazolamide,idroclorotiazide,B,Area Preclinica 2016,farmacologia
272,"tutte le affermazioni seguenti riguardanti la cinetica delle penicilline sono esatte, tranne una. indicare quale.",la biodisponibilità orale di una penicillina dipende dalla sua acido labilità,il probenecid aumenta l'escrezione di penicillina bloccando il riassorbimento tubulare renale,le penicilline sono composti polari e non vengono metabolizzate estesamente da enzimi epatici,l'ampicillina va incontro a circolo enteroepatico,la nafcillina è escreta principalmente per via biliare,B,Area Preclinica 2016,farmacologia
273,l'eparina,possiede attività trombolitica,inibisce l'aggregazione piastrinica da trombossano a2,agisce bloccando la sintesi di trombossano a2,agisce legandosi all'antitrombina iii,blocca la rigenerazione epatica di vitamina k,D,Area Preclinica 2016,farmacologia
274,quale delle seguenti affermazioni definisce gli effetti collaterali di un farmaco?,gli effetti tossici prevedibili che si verificano in seguito alla somministrazione di un farmaco in dosi superiori a quelle terapeutiche,gli effetti tossici non prevedibili che si verificano in seguito alla somministrazione di un farmaco in dosi superiori a quelle terapeutiche,gli effetti farmacologici non desiderati ma prevedibili che si verificano nell'ambito dei dosaggi terapeutici,gli effetti farmacologici non desiderati e non prevedibili che si verificano nell'ambito dei dosaggi terapeutici,gli effetti tossici prevedibili che si verificano in seguito alla somministrazione di un farmaco nelle dosi terapeutiche,C,Area Preclinica 2016,farmacologia
275,in un paziente in overdose da eroina si interviene tempestivamente con uno dei seguenti farmaci. quale ?,fenobarbital,metadone,naltrexone,naloxone,diazepam,D,Area Preclinica 2016,farmacologia
276,"un musicista rock è portato al pronto soccorso in preda ad una overdose di un farmaco che otteneva illecitamente. e' agitato, ha processi di pensiero disordinati, dimostra sintomatologia paranoica e 'sente voci'. la droga più possibilmente responsabile della sua condizione è:",eroina,etanolo,metamfetamina,marijuana,cocaina,C,Area Preclinica 2016,farmacologia
278,i farmaci beta bloccanti (beta 1 selettivi) utilizzati in terapia possono indurre:,effetto cronotropo e inotropo positivo con conseguente aumento della pressione arteriosa,effetto cronotropo e inotropo negativo con conseguente riduzione della pressione arteriosa,attivazione dei recettori beta presenti sulla muscolatura liscia bronchiale e conseguente broncodilatazione,riduzione della pressione arteriosa per azione diretta sui recettori del snc,allucinazioni e delirio in caso di sospensione brusca della terapia,B,Area Preclinica 2016,farmacologia
279,per quale dei seguenti antibiotici non è necessario allungare l'intervallo di tempo tra le dosi in presenza di una funzione renale compromessa?,eritromicina,streptomicina,sulfisossazolo,clortetraciclina,etambutolo,A,Area Preclinica 2016,farmacologia
280,quale delle seguenti vie di somministrazione prevede l'effetto di primo passaggio epatico?,orale,sublinguale,rettale,transdermica,sottocutanea,A,Area Preclinica 2016,farmacologia
281,gli inibitori della pompa protonica:,sono profarmaci attivati a livello epatico,sono inibitori irreversibili dell'enzima h+/k+ atpasi,hanno lunga emivita plasmatica e lunga durata d'azione,inibiscono diverse isoforme del citocromo p450,sono ben assorbiti a livello gastrico,B,Area Preclinica 2016,farmacologia
282,e' un farmaco anticoagulante:,carbonato di litio,warfarin,digossina,teofillina,penicillina,B,Area Preclinica 2016,farmacologia
283,quale dei seguenti farmaci è un calcio antagonista che influenza sia il tessuto vascolare che quello cardiaco:,verapamil,nimodipina,ranitidina,cerivastatina,teofillina,A,Area Preclinica 2016,farmacologia
284,"tutte le seguenti costituiscono una controindicazione all'uso dei salicilati, tranne:",disturbi della coagulazione,diminuita funzionalità uditiva,malattie ulcerative gastriche,insufficienza renale,depressione psichica,E,Area Preclinica 2016,farmacologia
285,quali dei seguenti agenti antimicrobici è assolutamente controindicato in gravidanza e nei bambini di età inferiore agli 8 anni ?,tetracicline,penicilline,cefalosporine,eritromicina,cotrimossazolo,A,Area Preclinica 2016,farmacologia
286,la rifampicina è un potente induttore del metabolismo ossidativo di molti farmaci. si sono osservate interazioni di rilevanza clinica con:,ciclosporina,ipoglicemizzanti orali,glucocorticoidi,chinidina,tutti i farmaci indicati,E,Area Preclinica 2016,farmacologia
287,un paziente trattato con anticoagulanti orali può andare incontro al rischio:,di aumento del numero di piastrine circolanti,di emorragie,di infarto miocardico,di trombosi,di edema polmonare,B,Area Preclinica 2016,farmacologia
288,definisce il tempo necessario affinché la massima concentrazione plasmatica del farmaco si riduca della metà:,biodisponibilità,emivita,clearance,volume apparente di distribuzione,il legame alle proteine plasmatiche,B,Area Preclinica 2016,farmacologia
289,l'atropina è:,vagomimetico,vagolitico,parasimpaticomimetico,simpaticolitico,simpaticomimetico,B,Area Preclinica 2016,farmacologia
290,quale delle seguenti affermazioni riguardanti gli aminoglucosidi è errata?,possono provocare danno vestibolare,inibiscono la sintesi proteica,sono indicati nelle infezioni batteriche da gram negativi,sono composti polari,sono efficaci contro il bacteroides fragilis,E,Area Preclinica 2016,farmacologia
291,in un paziente diabetico l'antiipertensivo più indicato da prescrivere è:,unvasodilatatore bloccante i canali del potassio,un diuretico tiazidico,un alfa1-bloccante,un beta-bloccante,un ace-inibitore,E,Area Preclinica 2016,farmacologia
292,"una delle seguenti penicilline, somministrata per via i.m., si assorbe lentamente e provoca perciò durature concentrazioni ematiche e tissutali; indicare quale.",penicillina g,benzatina-penicillina,ampicillina,meticillina,carbenicillina,B,Area Preclinica 2016,farmacologia
293,indicare quale tra i seguenti farmaci non appartiene alla classe degli antidepressivi triciclici:,amitriptilina,desipramina,doxepina,fluoxetina,imipramina,D,Area Preclinica 2016,farmacologia
294,gli enzimi microsomiali,possono aumentare per un meccanismo di induzione enzimatica,sono inibiti dalla esposizione cronica a fenobarbitale,metabolizzano generalmente farmaci idrosolubili,sono localizati nel reticolo endoplasmico rugoso,"possono aumentare incaso di digiuno, epatiti, ittero ostruttivo",A,Area Preclinica 2016,farmacologia
295,l'atropina è controindicata:,nel diabete,nell'insufficienza renale cronica,nel glaucoma,nell'nsufficienza surrenalica,nelle aritmie bradicardizzanti,C,Area Preclinica 2016,farmacologia
296,"la lidocaina somministrata endovena ha tutti i seguenti effetti, tranne:",ristabilire il ritmo sinusale nella fibrillazione atriale,ridurre la conduttanza al na+ nelle cellule con automatismo,non aver effetto sulla funzione segnapassi del nodo del seno,essere rapidamente metabolizzata a livello epatico,sopprimere le extrasistoli ventricolari,A,Area Preclinica 2016,farmacologia
297,"un paziente diabetico in trattamento insulinico scarsamente controllato si lamenta di fame, sudorazione e palpitazioni. l'esame fa rilevare pelle umida, pallida e ipotermia. quale indicazione può trarsi dai sintomi del paziente?",la dose di insulina è probabilmente bassa,i sintomi segnalano la possibile comparsa di uno shock insulinico,i disturbi sono causati da iperglicemia,il paziente sta perdendo zucchero nelle urine,è in sviluppo una infezione sistemica,B,Area Preclinica 2016,farmacologia
298,il sistema atc:,e' un sistema internazionale per il monitoraggio delle segnalazioni spontanee di sospette reazioni avverse,"e' un sistema di classificazione dei medicinali basato su criteri anatomici, terapeutici e chimici",e' un sistema per la valutazione delle prescrizioni di farmaci basato sull'attenzione per le terapie corrette,e' una metodologia per la valutazione qualitativa delle terapie farmacologiche,si articola su 3 livelli,B,Area Preclinica 2016,farmacologia
299,gli ace-inibitori sono controindicati:,nello scompenso cardiaco congestizio,in gravidanza,nell'ipertiroidismo,dopo la menopausa,nel diabete di tipo i,B,Area Preclinica 2016,farmacologia
300,"l'isoniazide, uno dei farmaci più attivi nel trattamento della tubercolosi:",non può essere associata a rifampicina e etambutolo,agisce inibendo le sintesi proteiche,può indurre degli effetti tossici prevenibili con piridossina,è eliminata immodificata,raramente si osserva l'insorgenza di resistenza,C,Area Preclinica 2016,farmacologia
301,quale delle affermazioni seguenti concernenti l'acido clavulanico è errata?,ha potente effetto inibente gli enzimi di transpeptidazione della parete batterica,e' un potente inibitore di molti enzimi beta-lattamasici elaborati da microrganismi gram- e gram,e' abitualmente adoperato in associazione ad agenti beta-lattamasici che sono inattivati dalle beta-lattamasi,e' sprovvisto di attività antibatterica,e' estratto da uno streptomyces,A,Area Preclinica 2016,farmacologia
302,in un paziente in terapia con nitroderivati puo' facilmente insorgere:,anemia,cefalea pulsante,ipertensione,diarrea,gastralgia,B,Area Preclinica 2016,farmacologia
303,quale tra i seguenti farmaci non inibisce la segrezione acida gastrica indotta da istamina?,ranitidina,omeprazolo,sucralfato,misoprostolo,cimetidina,C,Area Preclinica 2016,farmacologia
304,l'intossicazione da sali di litio può verificarsi facilmente:,nei soggetti con grave compromissione della funzionalità renale,nei soggetti depressi,negli schizofrenici con patologia affettiva,nelle donne in menopausa,nei soggetti ansiosi,A,Area Preclinica 2016,farmacologia
305,quale enzima inattiva gli antibiotici imipenemici?,acetilasi,adenilasi,dipeptidasi,ossidasi,fosforilasi,C,Area Preclinica 2016,farmacologia
306,la terapia con propanololo è controindicata in caso di:,ipertensione lieve e/o moderata,aritmie,ipertensione grave,asma,gastrite,D,Area Preclinica 2016,farmacologia
307,quale delle seguenti condizioni è associata maggiormente ad un problema di crescita piuttosto che di pigmentazione abnorme nella cavità orale?,terapia con dintoina,malattia di addison,tetracicline somministrate ad un bambino,intossicazione da piombo,fluorosi,A,Area Preclinica 2016,farmacologia
308,quali delle seguenti tipologie di reazioni avverse non sono da segnalare?,gravi,note e di lieve entità.,inattese.,a nuovi farmaci.,a farmaci in sperimentazione.,B,Area Preclinica 2016,farmacologia
309,la somministrazione di farmaci acidificanti urinari determina,la riduzione del riassorbimento tubulare dei farmaci basici,la riduzione del riassorbimento dei farmaci acidi,l'aumento del riassorbimento dei farmaci acidi,una ridotta metabolizzazione dei farmaci acidi,acidosi metabolica,A,Area Preclinica 2016,farmacologia
310,quale dei seguenti effetti collaterali della l-dopa viene ridotto dall'associazione con carbidopa?,confusione mentale,discinesia,nausea,fenomeno on-off,allucinazioni,C,Area Preclinica 2016,farmacologia
312,l'indice terapeutico esprime,l'efficacia di un farmaco,la potenza di un farmaco,la biodisponibilità di un farmaco,la manegevolezza di un farmaco,la tossicità acuta di un farmaco,D,Area Preclinica 2016,farmacologia
313,quale tra le seguenti affermazioni sull'ipercolesterolemia familiare omozigote è corretta?,presenta una diminuzione della capacità del fegato di metabolizzare il colesterolo,mancano i recettori cellulari per le ldl che quindi si accumulano nel sangue,presenta un aumento dell'assorbimento di acidi grassi da parte dell'epitelio intestinale,presenta una diminuzione dell'eliminazione degli acidi grassi attraverso le vie biliari,mancano i recettori per il colesterolo a livello degli epatociti.,B,Area Preclinica 2016,farmacologia
314,quale delle seguenti affermazioni sul verapamil è errata?,può essere tranquillamente somministrato in associazione con beta-bloccanti adrenergici,è utile nel trattamento del flutter striale,è utile nel trattamento della fibrillazione striale,la sua azione inotropa negativa ne limita l'impiego in casi di danno cardiaco,è utile nel trattamento della tachicardia sopraventricolare parossistica,A,Area Preclinica 2016,farmacologia
315,gli antagonisti dei recettori 5-ht3 possono essere impiegati in terapia come:,antiemetici,antidepressivi,anoressizzanti,sedativi,cardiotonici,A,Area Preclinica 2016,farmacologia
316,"per avere una probabilità statisticamente significativa (p<0.05) di rilevare almeno un caso di reazione avversa ad un farmaco quando la reazione medesima abbia una frequenza attesa di 1 : 10.000, quanti soggetti devono essere inclusi nell'osservazione?",300,3.000,30.000,300.000,3.000.000,C,Area Preclinica 2016,farmacologia
317,quali tra i seguenti sono potenziali effetti collaterali dei diuretici tiazidici:,"ipokalemia, iperglicemia, iperlipidemia","ipokalemia, ototossicità,iperuricemia","iperkalemia, alcalosi, nausea/vomito","aumento dell'azoto ureico plasmatici, iperkalemia, acidosi metabolica","ipermagnesemia, ipercalcemia, febbre",A,Area Preclinica 2016,farmacologia
318,la yoimbina è un:,alfa 1 agonista,alfa 1 antagonista,alfa 2 agonista,alfa 2 antagonista,beta 1 agonista,D,Area Preclinica 2016,farmacologia
319,quale dei sottoelencati farmaci è un alfa 1 agonista?,fenossibenzamina,guanfacina,prazosina,clonidina,metossamina,E,Area Preclinica 2016,farmacologia
320,l'effetto anticoagulante dell'eparina:,viene antagonizzato dalla vitamina k,risulta potenziato da concomitanti nefropatie,viene potenziato in caso di ipoalbuminemia,può andare incontro a fenomeni di tolleranza,può essere accompagnato da grave piastrinopenia,E,Area Preclinica 2016,farmacologia
321,"studi epidemiologici hanno stabilito che l'uso di contracettivi orali diminuisce l'incidenza di tutte le seguenti condizioni, tranne:",neoplasia ovarica,anemia da carenza di ferro,malattia pelvica infiammatoria,neoplasia mammaria,neoplasia endometriale,D,Area Preclinica 2016,farmacologia
322,quale dei seguenti agenti farmacologici è il più appropriato nel trattare un uomo di 58 anni con un psa (prostatic-specific antigen) notevolmente elevato e malattia metastatica?,ciproterone,leuprolide,testosterone cerotto transdermico,danazolo,tamoxifene,B,Area Preclinica 2016,farmacologia
323,quale tra i seguenti può essere considerato indicatore di efficacia clinica nella prevenzione delle malattie coronariche:,riduzione della pressione arteriosa,riduzione della colesterolemia,miglioramento della perfusione cardiaca,riduzione dell'incidenza di infarti,aumento della contrattilità miocardica,D,Area Preclinica 2016,farmacologia
324,un ace-inibitore è indicato:,nell'infarto miocardico,nell'insufficienza ventricolare sistolica sinistra,nella nefropatia diabetica,in tutti i casi indicati,nell'ipertenzione arteriosa,D,Area Preclinica 2016,farmacologia
325,quando un medico rileva in un suo paziente una sospetta reazione avversa a farmaci invia una specifica segnalazione:,alla asl (per i medici operanti sul territorio) o alla direzione sanitaria della struttura ospedaliera (per i medici operanti in ospedale).,all'assessorato regionale alla sanità.,al ministero della sanità (per i farmaci in sperimentazione).,all'istituto superiore di sanità (per i farmaci di nuova istituzione).,all'organizzazione mondiale della sanità (con costi a carico del destinatario).,A,Area Preclinica 2016,farmacologia
326,qual è il meccanismo d'azione degli antidepressivi triciclici?,stimolano la sintesi della serotonina,bloccano il riassorbimento del gaba,potenziano la trasmissione colinergica,non agiscono a livello sinaptico,bloccano la ricaptazione di serotonina e noradrenalina,E,Area Preclinica 2016,farmacologia
327,quale dei farmaci elencati deve essere assunto insieme a cilastatina (un inibitore delle diidropeptidasi)?,imipenem,sulbactam,ampicillina,ticarciclina,cefazolina,A,Area Preclinica 2016,farmacologia
328,l'acido acetilsalicilico si differenzia dagli altri fans:,per essere meno ulcerogeno,per inibire la cicloossigenasi in modo irreversibile,per la capacità di prevenire il cancro del colon,per inibire selettivamente la cicloossigenasi-2,per l'inibizione delle lipoossigenasi,B,Area Preclinica 2016,farmacologia
329,"in un paziente con attacco di angina pectoris in atto, la nitroglicerina deve essere somministrata:",per via intramuscolare,per via sublinguale,per bocca,per applicazione di cerotto transdermico,per via sottocutanea,B,Area Preclinica 2016,farmacologia
330,quale tra i seguenti non rappresenta un importante effetto avverso della ciclosporina?,nefrotossicità,epatotossicità,ipertensione,tossicità gastrointestinale,alopecia,E,Area Preclinica 2016,farmacologia
331,indicare l'affermazione esatta,gli effetti teratogeni si verificano per assunzione di farmaco soprattutto nel terzo trimestre di gravidanza,gli effetti teratogeni si verificano per assunzione di farmaco soprattutto nel primo trimestre di gravidanza,le reazioni idiosincrasiche richiedono precedente sensibilizzazione al farmaco,la risposta allergica non richiede precedente sensibilizzazione al farmaco,nessuna risposta indicata è esatta,B,Area Preclinica 2016,farmacologia
332,quale dei seguenti farmaci aumenta il tono dello sfintere esofageo in pazienti con reflusso gastroesofageo senza aumentare la secrezione gastrica di acido?,cisapride,sali di bismuto,betanecolo,cimetidina,omeprazolo,A,Area Preclinica 2016,farmacologia
333,quale dei seguenti non è un comune effetto avverso delle benzodiazepine?,cefalea,incoordinazione motoria,vertigine,amnesia anterograda,stipsi,E,Area Preclinica 2016,farmacologia
334,"depositi corneali, alterazioni della vista e fotofobia sono effetti collaterali che si associano all'uso di:",adenosina,diltiazem,lidocaina,amiodarone,procainamide,D,Area Preclinica 2016,farmacologia
335,"i seguenti sono criteri utili alla definizione del rapporto di causalità tra assunzione di un farmaco e verificarsi di un evento avverso, ad eccezione di:",correlazione temporale.,gravità della reazione.,notorietà della correlazione.,esito della sospensione.,esito della risomministrazione.,B,Area Preclinica 2016,farmacologia
336,la somministrazione endovenosa di noradrenalina in un paziente che assume una dose efficace di atropina determinerà:,aumento della frequenza cardiaca,diminuzione delle resistenze periferiche,ipoglicemia,aumento della temperatura corporea,miosi,A,Area Preclinica 2016,farmacologia
337,"un paziente viene trattato con il farmaco a, che ha un'alta affinità per l'albumina, e che viene somministrato in quantità che non eccedono la capacità di legame dell'albumina. al trattamento viene aggiunto un secondo farmaco, b. anche il farmaco b ha elevata affinità per l'albumina, ma viene somministrato in quantità 100 volte superiori alla capacità di legame dell'albumina. quale delle seguenti situazioni si presenta dopo la somministrazione del farmaco b?",un aumento della concentrazione del farmaco a nei tessuti.,una diminuzione della concentrazione del farmaco a nei tessuti.,una diminuzione del volume di distribuzione del farmaco a.,una diminuzione del tempo di dimezzamento del farmaco a.,l'ulteriore aggiunta di farmaco a modifica significativamente la concentrazione sierica del farmaco b non legato.,A,Area Preclinica 2016,farmacologia
338,un importante impiego clinico del metadone e' nella terapia sostitutiva nella dipendenza da:,etanolo,cocaina,benzodiazepine,eroina,cannabinoidi,D,Area Preclinica 2016,farmacologia
339,"un paziente con uretrite causata da un ceppo di neisseria gonorrhoeae che produce penicillinasi può essere efficacemente trattato con qualunque dei seguenti agenti, tranne:",spectinomicina,ceftriaxone,ciprofloxacina,ofloxacina,trimetoprim-sulfametoxazolo,E,Area Preclinica 2016,farmacologia
340,quale tra le seguenti procedure è necessaria per l'avvio di una sperimentazione di fase iii?,approvazione del comitato etico locale.,autorizzazione del ministero della sanità.,trasmissione al ministero della sanità del protocollo sperimentale.,riconoscimento dell'idoneità da parte della asl.,esito favorevole degli accertamenti dell'iss.,A,Area Preclinica 2016,farmacologia
341,le ricette ministeriali speciali:,"sono relative ai farmaci elencati nelle tabelle i, ii e iii del d.p.r. 309/90.",possono essere utilizzate per 3 mesi e fino ad un massimo di 5 volte.,hanno validità massima di 10 giorni.,vanno redatte su carta intestata del medico.,sono rilasciate solo da centri ospedalieri o specialistici.,A,Area Preclinica 2016,farmacologia
342,un paziente in terapia con ciprofloxacina deve evitare l'assunzione di:,aspirina,sali di alluminio,calcio antagonisti,omeprazolo,vancomicina,B,Area Preclinica 2016,farmacologia
343,il warfarin:,agisce rapidamente se somministrato per via orale,è potenziato dai barbiturici,è antagonizzato dalla portamina solfato,agisce sull'attività dei fattori della coagulazione,è potenziato dal fattore 4 piastrinico,D,Area Preclinica 2016,farmacologia
344,quale tra le seguenti cefalosporine passa meglio la barriera emato-encefalica?,cefoperazone,cefaloridine,cefotaxime,cefonicid,cefalexina,C,Area Preclinica 2016,farmacologia
345,l'azatiopirina è un profarmaco della mercaptopurina progettato con lo scopo di:,facilitare l'assorbimento,diminuire la tossicità,aumentare l'attività,proteggere la 6-mercaptopurina da una rapida ossidazione,indirizzare l'attività a livello del sistema linfatico,D,Area Preclinica 2016,farmacologia
