id,question,A,B,C,D,E,answer,category,macro category
2693,quale delle seguenti condizioni non è associata con abnormi livelli materni di alfa-fetoprotein?,malattia epatica materna,gravidanza multipla,morte fetale intrauterina,nefrosi congenita fetale,idrocefalo fetale,E,Area Clinica 2017,ostetricia e ginecologia
2701,quale delle seguenti situazioni non è caratteristico dell'iperemesi di gravidanza?,ipokalemia,perdita di peso,chetonemia,nausea e vomito,acidosi metabolica,E,Area Clinica 2017,ostetricia e ginecologia
2746,le cellule interstiziali del leydig sono deputate alla produzione di:,spermatozoi,estrogeni,testosterone,mineralcorticoidi,glicocorticoidi,C,Area Clinica 2017,ostetricia e ginecologia
2883,quale delle seguenti caratteristiche e' tipica di un soffio innocente all'ascoltazione?,è protomesosistolico,è continuo,è mesotelesistolico,è diastolico in posizione supina,è presente solo dopo sforzo fisico,A,Area Clinica 2017,pediatria
2971,qual è la più frequente causa di ipoglicemia in un bambino di età < 1 anno:,iperinsulinismo,ipopituitarismo,ipoglicemia chetonica,deficit enzimatico della neoglucogenesi,malassorbimento,A,Area Clinica 2017,pediatria
2972,"tutte le seguenti affermazioni sul calo ponderale nei primi giorni di vita sono corrette, tranne:",può essere anche del 15% nel pretermine,e' dovuto alla abbondante perdita di meconio e di liquidi,e' dovuto alla relativa carenza calorica dei primi 2-3 giorni,il peso della nascita deve essere recuperato entro il 5° giorno di vita,si considera fisiologico un calo fino a circa il 10% del peso della nascita,D,Area Clinica 2017,pediatria
2974,"l'emocromo di un paziene mostra un basso volume corpuscolare, ed una bassa conta dei reticolociti. quale delle seguenti diagnosi è la più probabile?",talassemia major,anemia sideropenica,anemia da malattia cronica,trait talassemico,anemia da carenza di acido folico,B,Area Clinica 2017,pediatria
3025,"tutte le seguenti tecniche vengono utilizzate nella valutazione diagnostica del reflusso gastro-esofageo, tranne:",pasto baritato,manometria esofagea,p-hmetria esofagea,scintigrafia con tecnezio marcato,breath test all'urea,E,Area Clinica 2017,pediatria
3028,il diverticolo di meckel e' situato:,nel retto,nell'ileo a 60 cm dalla valvola ileocecale,nell'ileo a 120 cm dalla valvola ileocecale,nel colon,nell'esofago,B,Area Clinica 2017,pediatria
3039,quale delle seguenti affermazioni sull'artrite reumatoide giovanile è corretta:,la forma pauciarticolare di tipo ii è la più frequente,il morbo di still è più frequente nelle femmine,l'iridociclite è molto frequente nella poliarticolare,la pauciarticolare di tipo ii è associata ad hlab27,la sacroileite è frequente nella poliarticolare con fattore reumatoide positivo,D,Area Clinica 2017,pediatria
3079,quando un neonato si definisce di peso estremamente basso?,al di sotto di 2500 grammi,al di sotto di 2000 grammi,al di sotto di 1500 grammi,al di sotto di 1000 grammi,al di sotto di 500 grammi,D,Area Clinica 2017,pediatria
3101,"una ragazza di 12 anni sviluppa ittero, tremori progressivi e labilita' emotiva. quale delle seguenti condizioni piu' probabilmente potresti trovare nel corso dell'esame obiettivo?",circonferenza cranica maggiore del 95mo percentile,discolorazione marrone della regione limbica della cornea,sordita' di trasmissione bilaterale,linfoadenopatia generalizzata,un ciuffo di capelli e fovea sacrale,B,Area Clinica 2017,pediatria
3151,"una bambina di 4 anni presenta pallore, irritabilità, distensione addominale e diarrea grassa. l'esame ematico mostra sia un'anemia macrocitica che microcitica. quale delle seguenti sarebbe l'indagine prossima più utile?",esame del sudore,radiografia dell'addome,breath test,anticorpi antiendomisio,ecografia addominale,D,Area Clinica 2017,pediatria
3357,"tutte le seguenti condizioni danno un'immagine di ""minus"" in una radiografia dello stomaco con mezzo maritato, tranne:",cancro gastrico vegetante,polipo gastrico,lipoma gastrico,tricofitobezooar,gastrite cronica,E,Area Clinica 2017,radiologia e diagnostica
3373,quali sono le principali controindicazioni all'esecuzione di un esame rm?,presenza di pacemaker e di apparecchi di monitoraggio e di supporto per pazienti in terapia intensiva,presenza di frammenti ferrometallici a livello corneale,pazienti con clips vascolari postchirugiche non paramagnetiche,pazienti con protesi valvolari cardiache metalliche non paramagnetiche,tutte le risposte sono esatte,E,Area Clinica 2017,radiologia e diagnostica
3381,per valutare la lesione del legamento crociato anteriore e' necessario eseguire :,radiografia,scintigrafia,ecografia,rmn,rmn con mdc,D,Area Clinica 2017,radiologia e diagnostica
