id,question,A,B,C,D,E,answer,category,macro category
3266,quale delle seguenti affermazioni è vera per la tc del torace:,e' un esame di primo livello,necessita sempre del mezzo di contrasto,necessita di sospensione di eventuali terapie farmacologiche,se effettuata con mezzo di contrasto necessita di verifica della funzione renale ed epatica,e' controindicata in caso di febbre,D,Area Clinica 2016,radiologia e diagnostica
3288,i vantaggi della rm:,e' un esame monoparametrico,la pluriplanarietà,i bassi costi,i ridotti tempi di esame,non esistono controindicazioni assolute,B,Area Clinica 2016,radiologia e diagnostica
3300,lo studio elettivo dei menischi si avvale di:,solo rx standard,ecografia,scintigrafia,rx standard + stratigrafia,risonanza magnetica,E,Area Clinica 2016,radiologia e diagnostica
3315,il broncogramma aereo e',un segno patognomonico della malattia delle membrane ialine,un reperto normale del torace,"la visualizzazione dell'albero bronchiale fino alle sue diramazioni periferiche, disegnate dal contenuto di aria che risalta nel contesto del parenchima polmonare patologicamente piu' opaco",una broncopatia con doppio contrasto,il disegno bronchiale nelle bronchiectasie,C,Area Clinica 2016,radiologia e diagnostica
3377,"tutte le seguenti condizioni d'anno un'immagine di ""minus"" in una radiografia dello stomaco con mezzo maritato, tranne:",cancro gastrico vegetante,polipo gastrico,lipoma gastrico,tricofitobezooar,gastrite cronica,E,Area Clinica 2016,radiologia e diagnostica
3393,quali sono le principali controindicazioni all'esecuzione di un esame rm?,presenza di pacemaker e di apparecchi di monitoraggio e di supporto per pazienti in terapia intensiva,presenza di frammenti ferrometallici a livello corneale,pazienti con clips vascolari postchirugiche non paramagnatiche,pazienti con protesi valvolari cardiache metalliche non paramagnetiche,tutte le risposte sono esatte,E,Area Clinica 2016,radiologia e diagnostica
3400,quale dei seguenti esami e' necessario per porre diagnosi di slap lesion della spalla:,rx standard,rx stndard + oblique,artro rmn,ecografia,stratigrafia,C,Area Clinica 2016,radiologia e diagnostica
3401,per valutare la lesione del legamento crociato anteriore e' necessario eseguire :,rx grafia,scintigrafia,ecografia,rmn,rmn con mdc,D,Area Clinica 2016,radiologia e diagnostica
3373,quali sono le principali controindicazioni all'esecuzione di un esame rm?,presenza di pacemaker e di apparecchi di monitoraggio e di supporto per pazienti in terapia intensiva,presenza di frammenti ferrometallici a livello corneale,pazienti con clips vascolari postchirugiche non paramagnetiche,pazienti con protesi valvolari cardiache metalliche non paramagnetiche,tutte le risposte sono esatte,E,Area Clinica 2017,radiologia e diagnostica
131,"di fronte a una paziente con stillicidio ematico del capezzolo, qual è l'esame di prima scelta che è più indicato eseguire:",ecografia mammaria,duttogalattografia,mammografia,agoaspirato della lesione palpabile,tac,B,Area Clinica 2018,chirurgia generale
270,"in caso di emorragia postoperatoria di una tiroidectomia, l'ematoma conseguente si espande al di dietro dei muscoli lunghi del collo e puo' deformare la trachea e minacciare la pervieta' delle vie respiratorie sia per compressione che per edema laringeo. in assenza di evidenti segni di asfissia, qual e' il procedimento da attuare?",non fare alcunche' ed osservare l'evoluzione,portare tempestivamente il paziente in sala operatoria per esplorare la loggia tiroidea e procedere ad una corretta emostasi,mettere i drenaggi in aspirazione,procedere immediatamente ad una tracheotomia al letto del paziente,far saltare i punti della ferita chirurgica al letto del paziente,B,Area Clinica 2018,chirurgia generale
311,qual e' la percentuale di tumori della mammella sovra-diagnosticati (in altre parole: la percentuale di tumori scoperti allo screening che non avrebbero mai dato luogo a sintomatologia clinica)?,31%,21%,11%,1%,5%,A,Area Clinica 2018,chirurgia generale
1279,la paralisi periodica familiare può essere causata da tutte le seguenti situazioni eccetto una. quale?,sindrome di andersen tawil,tireotossicosi,ipokaliemia,iperkaliemia,iperomocisteinemia,E,Area Clinica 2018,medicina specialistica
1344,quale è la localizzazione piu' frequente di una lesione luetica primaria nella donna?,superficie interna grandi labbra,orificio anale,portio,parete vaginale posteriore,superficie mediale coscia,A,Area Clinica 2018,medicina specialistica
1611,in quale delle seguenti condizioni è presente un soffio da rigurgito?,stenosi polmonare,insufficienza mitralica,insufficienza polmonare,stenosi aortica,stenosi tricuspidale,B,Area Clinica 2018,medicina specialistica
1649,"quali sono gli elementi caratterizzanti la cosiddetta ""triade di virchow"" ?","riduzione delle resistenze periferiche, aumento della pressione arteriosa, ipercolesterolemia","alterazione della pressione sistemica, riduzione del calibro vasale, aumento pressione arteriosa","riduzione del calibro vasale, ipercoagulabilità, riduzione resistenze periferiche","aumento delle vldl, ipercoagulabilità","ipercoagulabilità, stasi ematica, lesioni dell'endotelio della parete del vaso sanguigno",E,Area Clinica 2018,medicina specialistica
1718,il virus delta è un virus difettivo che per replicarsi ha bisogno della contemporanea presenza di un altro virus. quale ?,citomegalovirus,virus epatite b,virus epatite a,epstein-barr virus,virus epatite g,B,Area Clinica 2018,medicina specialistica
1720,l'emorragia da varici esofagee è la principale complicanza di una delle seguenti patologie. quale?,ipertensione arteriosa,ipertensione portale,insufficienza cardiaca destra,cachessia neoplastica,ernia iatale severa,B,Area Clinica 2018,medicina specialistica
1730,per quale motivo non si riscontra mai bilirubina indiretta nelle urine ?,perché non è idrosolubile,perché il suo peso molecolare non ne consente la filtrazione glomerulare,perché è completamente riassorbita a livello tubulare,perché a contatto con l'aria subito si ossida,perché viene attivamente eliminata dal rene,A,Area Clinica 2018,medicina specialistica
1760,quale tra le le seguenti condizioni non rappresenta un fattore di rischio accertato per bpco (bronco pneumopatia cronica ostruttiva) ?,infezioni respiratorie ricorrenti,fumo di tabacco,inquinamento ambientale,deficit di alfa1 antitripsina,epatopatia cronica esogena,E,Area Clinica 2018,medicina specialistica
1769,quali sono i componenti del sistema meccanico di difesa polmonare?,"sistema mucoregolatore, suddivisione dicotomica dei bronchi","architettura anatomica dicotomica, ipersecrezione di muco, epitelio prismatico con cilia vibratili","sistema mucoregolatore, epitelio prismatico con cilia vibratili","architettura anatomica dicotomica, sistema mucoregolatore, epitelio cubico","architettura anatomica dicotomica, ipersecrezione di muco, epitelio cubico",D,Area Clinica 2018,medicina specialistica
1776,indicare la corretta definizione di empiema pleurico.,raccolta di linfa nello spazio pleurico,raccolta di coaguli nello spazio pleurico in esiti di pneumonectomia,raccolta di materiale purulento nello spazio pleurico,raccolta di aria e sangue nello spazio pleurico,raccolta di siero nello spazio pleurico,C,Area Clinica 2018,medicina specialistica
1861,quali tra i seguenti istotipi del carcinoma polmonare è più frequente?,adenocarcinoma,carcinoide,carcinoma bronchioalveolare,condroma,androblastoma,A,Area Clinica 2018,medicina specialistica
2221,quali sono le caratteristiche dell'iperpiressia del morbo di still?,febbricola serotina,"febbre elevata, intermittente remittente","febbre elevata, remittente",febbre ondulante,febbre continua,B,Area Clinica 2018,medicina specialistica
2268,tutte le seguenti condizioni possono associarsi ad anemia tranne:,ipotiroidismo,rene policistico,ipogonadismo,ipertiroidismo,iposideremia,B,Area Clinica 2018,medicina specialistica
2272,nel caso di un paziente diabetico sottoposto a intervento di chirurgia maggiore quale dei seguenti comportamenti è corretto ?,non somministrare glucosio endovena,regolare la richiesta di insulina nel post-operatorio in base ai valori di glicemia e glicosuria,somministrare l'abituale dose insulinica,somministrare lattato m/6,tenerlo a digiuno per 3 giorni prima dell'intervento,B,Area Clinica 2018,medicina specialistica
2364,la sindrome nota come kwashiorkor è caratterizzata principalmente da :,febbre remittente,linfoadenopatie diffuse,carenza di proteine,sanguinamenti ripetuti,sostituzione midollare da invasione metastatica,C,Area Clinica 2018,medicina specialistica
2370,i corpi di auer si trovano caratteristicamente:,nei linfoblasti,nei mielociti,nei mieloblasti,negli eritroblasti,nei linfociti,C,Area Clinica 2018,medicina specialistica
2375,la leucemia a cellule capellute è causata dalla trasformazione tumorale dei:,linfociti t,linfociti b,basofili,monociti,granulociti,B,Area Clinica 2018,medicina specialistica
2400,quale delle seguenti condizioni si riscontra nella policitemia?,aumento del volume percentuale dei globuli rossi,emoviscosimetria normale,leucopenia e linfocitosi,ipotensione sistemica,poliuria e polidipsia,A,Area Clinica 2018,medicina specialistica
2406,in quale delle seguenti situazioni vi è un aumento delle resistenze osmotiche globulari?,anemia perniciosa,ellissocitosi,anemia falciforme,sarcoidosi,sferocitosi ereditaria,C,Area Clinica 2018,medicina specialistica
2407,la leucemia linfatica cronica è:,una malattia da accumulo di linfociti e plasmacellule,una malattia indolente da moderata linfopenia,una malattia caratterizzata da accumulo di plasmacellule,una malattia da accumulo di linfociti nel sangue,una malattia ematologica caratterizzata dalla presenza del cromosoma ph,D,Area Clinica 2018,medicina specialistica
2416,un paziente con deficit di glucosio-6- fosfato deidrogenasi (g-6-pd) deve evitare l'assunzione delle seguenti sostanze eccetto:,cefalotina,chinina,clorochina,fave,sulfamidici,A,Area Clinica 2018,medicina specialistica
3182,quale tra i seguenti parametri di laboratorio puo' essere spia di disfunzione tiroidea?,sideremia,ggt,colesterolemia,azotemia,latticodeidrogenasi (ldh),C,Area Clinica 2018,radiologia e diagnostica
3192,nella stadiazione locale del tumore del polmone quale è l'indagine radiologica piu' indicata?,scintigrafia polmonare,tc torace senza mezzo di contrasto,broncoscopia,rx torace,tc torace con mezzo di contrasto,E,Area Clinica 2018,radiologia e diagnostica
3200,quale indagine permette una migliore valutazione della estensione della malattia scheletrica in caso di metastasi ossee osteo addensanti?,tc senza mezzo di contrasto total body,tc con mezzo di contrasto total body,scintigrafia ossea scheletrica,rm rachide lombosacrale,moc (mineralometria ossea computerizzata),C,Area Clinica 2018,radiologia e diagnostica
3204,quale indagine viene considerata di primo livello in un paziente con colica renale acuta ?,pielo-rm,uro-rm,ecografia renale e vie urinarie,uro-tc,urografia,C,Area Clinica 2018,radiologia e diagnostica
3208,nel sospetto di malattia infiammatoria cronica intestinale qual e' l'indagine strumentale che consente di poter effettuare una diagnosi?,entero-rm,rx apparato digerente,entero-tc,pancolonscopia,ecografia con mdc orale,D,Area Clinica 2018,radiologia e diagnostica
3209,quale dei seguenti esami strumentali permette di porre diagnosi di embolia polmonare ?,rx torace,tc torace smdc,angio-tc torace,ecografia trans-esofagea,ecocardiografia,C,Area Clinica 2018,radiologia e diagnostica
3217,quale delle seguenti affermazioni è corretta rispetto alla metodica diagnostica denominata colangio- rm:,richiede l'uso del mezzo di contrasto,non necessita di norma dell'uso del mezzo di contrasto,necessita la cateterizzazione delle vie biliari,presenta rischi di radiazioni x,necessita di anestesia generale,B,Area Clinica 2018,radiologia e diagnostica
3236,quale dei seguenti esami dovrebbe essere eseguito in prima istanza in un paziente con ematemesi?,rx apparato digerente con doppio mezzo di contrasto,rx apparato digerente con mezzo di contrasto idrosolubile,rx dell'addome a vuoto,ecografia dell'addome superiore,endoscopia,E,Area Clinica 2018,radiologia e diagnostica
3237,quale delle seguenti affermazioni è vera per la tc del torace:,e' controindicata nei pazienti immuno compromessi,necessita sempre del mezzo di contrasto,necessita di sospensione di eventuali terapie farmacologiche,se effettuata con mezzo di contrasto necessita di verifica della funzione renale ed epatica,e' controindicata in caso di febbre,D,Area Clinica 2018,radiologia e diagnostica
3259,quale delle seguenti è una caratteristica della risonanza magnetica?,e' un esame monoparametrico,e' una tecnica multiplanare,e' economica,necessita di pochi minuti per l'esecuzione,non ha controindicazioni assolute,B,Area Clinica 2018,radiologia e diagnostica
3271,quale dei seguenti essi permette lo studio elettivo dei menischi?,rx standard,ecografia,scintigrafia,rx standard + stratigrafia,risonanza magnetica,E,Area Clinica 2018,radiologia e diagnostica
3286,il broncogramma aereo e':,un segno patognomonico della malattia delle membrane ialine,un reperto normale nella radiografia del torace,un esame per la visualizzazione dell'albero bronchiale fino alle sue diramazioni periferiche,una broncopatia con doppio mezzo di contrasto,il disegno bronchiale nelle bronchiectasie,C,Area Clinica 2018,radiologia e diagnostica
3364,quale tra le seguenti non è una controindicazione assoluta all'esecuzione di un esame rm?,presenza di pacemaker e di apparecchi di monitoraggio e di supporto per pazienti in terapia intensiva,presenza di frammenti ferrometallici a livello corneale,pazienti con clips vascolari postchirugiche non paramagnetiche,presenza di cosmetici con polveri ferromagnetiche,presenza di tatuaggio eseguito da meno di sei mesi,D,Area Clinica 2018,radiologia e diagnostica
3371,quale dei seguenti esami e' necessario per porre diagnosi di slap lesion della spalla:,tac,rx dinamiche di spalla,artro rmn,ecografia,stratigrafia,C,Area Clinica 2018,radiologia e diagnostica
